"artifact","page_rank"
"net.sf.ehcache:ehcache:1.2.3","0.877617"
"commons-io:commons-io:2.1","0.8772515000000001"
"com.sun.grizzly:grizzly-http:1.9.19-beta5","0.8763249999999999"
"org.jboss.netty:netty:3.2.4.Final","0.8754665"
"org.ow2.util:util-i18n:1.0.25","0.8738345000000001"
"org.springframework:spring-web:2.0.8","0.8731885"
"org.apache.ws.commons.schema:XmlSchema:1.4.3","0.8690235000000001"
"cglib:cglib-nodep:2.2.2","0.8688619999999999"
"args4j:args4j:2.0.12","0.8672810000000001"
"com.sun.grizzly:grizzly-config:1.9.35","0.8663374999999999"
"org.springframework:spring-aop:3.0.7.RELEASE","0.8661335"
"asm:asm:2.2.3","0.8651815"
"org.eclipse.jetty:jetty-util:7.2.2.v20101205","0.863286"
"org.jdom:jdom:1.1.3","0.862844"
"net.java.dev.javacc:javacc:5.0","0.862657"
"org.codehaus.plexus:plexus-archiver:1.2","0.862079"
"commons-primitives:commons-primitives:1.0","0.8584240000000001"
"commons-io:commons-io:1.1","0.856554"
