"artifact","direct_usages"
"org.glassfish.admin:config-api:3.1-b30","3"
"org.glassfish.admin:config-api:3.1-b25","3"
"org.apache.cxf:cxf-rt-transports-http:2.4.8","3"
"org.glassfish.admin:config-api:3.1-b13","3"
"org.glassfish.admin:config-api:3.1-b14","3"
"org.glassfish.admin:config-api:3.1-b10","3"
"org.glassfish.admin:config-api:3.1-b09","3"
"org.glassfish.admin:config-api:3.1-b06","3"
"org.ow2.util:util-execution:1.0.17","3"
"org.perf4j:perf4j:0.9.14","3"
"org.apache.geronimo.specs:geronimo-saaj_1.3_spec:1.0.0","3"
"org.ow2.util:util-ee-deploy-api:1.0.35","3"
"org.ow2.util:util-ee-deploy-api:1.0.21","3"
"org.aspectj:aspectjweaver:1.6.1","3"
"org.aspectj:aspectjweaver:1.6.5","3"
"org.aspectj:aspectjweaver:1.6.7","3"
"mysql:mysql-connector-java:5.1.15","3"
"mysql:mysql-connector-java:5.1.14","3"
"org.glassfish.common:container-common:3.0-b63","3"
"org.ow2.util:util-ee-deploy-api:1.0.19","3"
"org.ow2.easybeans:easybeans-util:1.2.0","3"
"org.ow2.cmi:cmi-api-client:2.1.2","3"
"com.sun.grizzly:grizzly-cometd:1.9.19-beta5","3"
"org.hornetq:hornetq-core:2.2.10.Final","3"
"org.slf4j:slf4j-log4j12:1.5.3","3"
"org.slf4j:slf4j-log4j12:1.5.5","3"
"org.apache.geronimo.framework:geronimo-system:2.2","3"
"org.apache.cxf:cxf-rt-bindings-soap:2.4.8","3"
"org.glassfish.common:container-common:3.0-b71","3"
"org.springframework:spring-aop:3.0.4.RELEASE","3"
"com.sun.grizzly:grizzly-http:1.9.18-M2","3"
"org.eclipse.persistence:org.eclipse.persistence.jpa.modelgen:2.2.0-M4","3"
"javax.xml.ws:jaxws-api:2.2.8","3"
"org.springframework:spring-web:3.1.1.RELEASE","3"
"opensymphony:quartz:1.6.0","3"
"com.hp.hpl.jena:iri:0.8","3"
"net.sf.squirrel-sql:fw:3.2.0-RC1","3"
"org.jbpm:jbpm-bpmn2:5.4.0.Final","3"
"org.jclouds:jclouds-compute:1.5.0-beta.2","3"
"org.apache.commons:commons-exec:1.0.1","3"
"org.apache.directory.shared:shared-ldap-client-api:1.0.0-M5","3"
"org.bouncycastle:bcmail-jdk15:1.45","3"
"org.apache.ws.commons.axiom:axiom-impl:1.2.8","3"
"org.neodatis.odb:neodatis-odb:1.9.30.687","3"
"org.mortbay.jetty:jetty-util:6.1.19","3"
"org.apache.poi:ooxml-schemas:1.1","3"
"org.mortbay.jetty:jetty-util:6.1.11","3"
"org.jboss:jboss-common-core:2.2.10.GA","3"
"org.tmatesoft.svnkit:svnkit:1.3.4","3"
"javax.xml.bind:jaxb-api:2.2","3"
"org.hamcrest:hamcrest-core:1.2.1","3"
"javax.el:el-api:2.1.2-b05","3"
"javax.el:el-api:2.1.2-b04","3"
"org.kuali.rice:rice-core-framework:2.2.0","3"
"com.envoisolutions.sxc:sxc-runtime:0.7.2","3"
"org.glassfish.security:security:3.0.1-b08","3"
"ch.qos.logback:logback-core:0.9.24","3"
"ch.qos.logback:logback-core:0.9.29","3"
"org.jboss:jandex:1.0.3.Final","3"
"org.eclipse.persistence:org.eclipse.persistence.core:2.2.0-M4","3"
"org.glassfish.transaction:transaction-internal-api:3.1.1-b10","3"
"org.glassfish.common:common-util:3.1.1-b10","3"
"org.eclipse.jdt:core:3.3.0-v_771","3"
"com.sun.grizzly:grizzly-comet:1.9.34","3"
"com.sun.grizzly:grizzly-comet:1.9.35","3"
"commons-digester:commons-digester:2.1","3"
"com.sun.grizzly:grizzly-websockets:1.9.35","3"
"org.eclipse.persistence:org.eclipse.persistence.asm:2.2.0-M4","3"
"xfire:opensaml:1.0.1","3"
"com.sun.grizzly:grizzly-portunif:1.9.31","3"
"org.springframework:spring-webmvc:2.5.1","3"
"org.ow2.cmi:cmi-ha:2.1.2","3"
"com.atomikos:transactions:3.2.3","3"
"org.apache.maven.doxia:doxia-sink-api:1.1.2","3"
"org.fusesource.jansi:jansi:1.8","3"
"org.apache.abdera:abdera-core:1.0","3"
"org.codehaus.jackson:jackson-core-asl:1.9.7","3"
"org.codehaus.jackson:jackson-core-asl:1.9.5","3"
"org.jboss.interceptor:jboss-interceptor:1.0.0-CR11","3"
"org.springframework.security:spring-security-core-tiger:2.0.3","3"
"org.apache.httpcomponents:httpcore:4.2.2","3"
"org.glassfish.common:internal-api:3.1-b10","3"
"org.glassfish.common:internal-api:3.1-b13","3"
"org.glassfish.common:internal-api:3.1-b14","3"
"org.glassfish.common:internal-api:3.1-b17","3"
"org.glassfish.common:internal-api:3.1-b06","3"
"org.glassfish.common:internal-api:3.1-b08","3"
"org.glassfish.common:internal-api:3.1-b30","3"
"org.glassfish.common:internal-api:3.1-b32","3"
"org.glassfish.common:internal-api:3.1-b35","3"
"org.glassfish.common:internal-api:3.1-b36","3"
"org.ow2.easybeans:easybeans-api:1.1.0-RC2","3"
"com.sun.pkg:pkg-client:1.0.7-15.1269","3"
"org.glassfish.common:internal-api:3.1-b25","3"
"org.apache.geronimo.specs:geronimo-jpa_2.0_spec:1.0-PFD2","3"
"org.glassfish.admin:admin-cli:3.0.1-b08","3"
"org.ow2.util:util-jmx-impl:1.0.29","3"
"org.springframework:spring-webmvc:3.0.1.RELEASE","3"
"org.glassfish.cluster:gms-bootstrap:3.2-b03","3"
"org.apache.xmlrpc:xmlrpc-common:3.1","3"
"jboss:javassist:3.4.ga","3"
"org.ow2.util:util-pool-api:1.0.23","3"
"org.ops4j.base:ops4j-base-lang:1.2.3","3"
"org.ow2.util:util-pool-api:1.0.29","3"
"org.ow2.util:util-pool-api:1.0.17","3"
"org.apache.httpcomponents:httpcore:4.1.3","3"
"javax.xml:jsr173:1.0","3"
"org.ow2.util:util-i18n:1.0.14","3"
"org.ow2.util:util-i18n:1.0.21","3"
"org.ow2.util:util-i18n:1.0.29","3"
"org.ow2.util:util-i18n:1.0.25","3"
"org.glassfish.connectors:connectors-internal-api:3.0-b74a","3"
"com.sun.woodstock.dependlibs:json:1.0","3"
"org.apache.httpcomponents:httpclient:4.0-alpha4","3"
"org.jboss.weld:weld-api:1.0","3"
"org.apache.wicket:wicket-core:6.0.0-beta3","3"
"com.sun.jersey:jersey-core:1.5","3"
"ldapsdk:ldapsdk:4.1","3"
"jfree:jcommon:1.0.15","3"
"org.ops4j.base:ops4j-base-net:1.2.1","3"
"jstl:jstl:1.2","3"
"org.jboss.as:jboss-as-server:7.1.1.Final","3"
"org.glassfish.deployment:deployment-common:3.2-b03","3"
"com.atomikos:transactions-jta:3.2.3","3"
"org.glassfish:javax.transaction:3.1.1-b10","3"
"org.jvnet.hudson:annotation-indexer:1.2","3"
"com.sun.grizzly:grizzly-comet:1.9.18b","3"
"org.hibernate:hibernate:3.0.5","3"
"com.sun.grizzly:grizzly-config:1.9.28","3"
"org.testng:testng:5.10","3"
"com.sun.grizzly:grizzly-config:1.9.24","3"
"com.sun.grizzly:grizzly-config:1.9.34","3"
"hsqldb:hsqldb:1.8.0.1","3"
"org.apache.cxf:cxf-common-utilities:2.3.4","3"
"org.apache.cxf:cxf-common-utilities:2.3.3","3"
"org.glassfish.admin:config-api:3.0.1-b19","3"
"org.glassfish.admin:config-api:3.0.1-b16","3"
"org.ow2.util:util-component-impl:1.0.8","3"
"org.glassfish.admin:config-api:3.0.1-b07","3"
"org.glassfish.admin:config-api:3.0.1-b08","3"
"org.glassfish.admin:config-api:3.0.1-b03","3"
"org.apache.geronimo.specs:geronimo-jaxb_2.2_spec:1.0","3"
"net.sf.json-lib:json-lib:2.0","3"
"org.ow2.jonas:jonas-naming:5.1.0-M5","3"
"org.jboss.as:jboss-as-build-config:7.1.1.Final","3"
"org.codehaus.plexus:plexus-container-default:1.0-alpha-44","3"
"org.codehaus.plexus:plexus-container-default:1.0-alpha-47","3"
"org.ow2.jonas.asm:asm:3.1","3"
"org.ow2.bundles:ow2-bundles-externals-commons-collections:1.0.19","3"
"org.ow2.easybeans:easybeans-api:1.0.0-JONAS","3"
"com.thoughtworks.paranamer:paranamer:2.2","3"
"com.thoughtworks.paranamer:paranamer:2.4","3"
"org.ow2.util:util-cluster-jgroups:1.0.17","3"
"org.ow2.util:util-cluster-jgroups:1.0.12","3"
"org.codehaus.plexus:plexus-container-default:1.0-alpha-22","3"
"org.ow2.jonas:jonas-deployment:5.1.0-M5","3"
"org.easymock:easymock:3.1","3"
"org.ow2.easybeans:easybeans-deployment:1.1.1","3"
"org.apache.geronimo.framework:geronimo-system:3.0-M1","3"
"org.seleniumhq.selenium:selenium-server:2.23.1","3"
"org.glassfish.common:glassfish-api:3.0-b73","3"
"org.glassfish.common:glassfish-api:3.0-b74","3"
"org.glassfish.common:internal-api:3.1","3"
"org.codehaus.swizzle:swizzle-stream:1.0.2","3"
"org.glassfish.common:glassfish-api:3.0-b63","3"
"org.springframework.ws:spring-xml:1.5.2","3"
"org.glassfish:javax.transaction:3.0","3"
"org.zeroturnaround:jr-javassist:3.8.0.GA","3"
"jboss:javassist:3.6.ga","3"
"org.ow2.util:util-url:1.0.17","3"
"org.ow2.util:util-url:1.0.12","3"
"org.ow2.util:util-url:1.0.19","3"
"org.ow2.util:util-url:1.0.29","3"
"org.ow2.util:util-url:1.0.23","3"
"org.ow2.util:util-url:1.0.21","3"
"org.apache.cxf:cxf-rt-frontend-simple:2.2.2","3"
"org.ow2.weblab.core.helpers:rdf-helper-jena:1.3.2","3"
"org.springframework:spring-expression:3.0.3.RELEASE","3"
"com.sun.akuma:akuma:1.1","3"
"com.sun.akuma:akuma:1.2","3"
"org.samba.jcifs:jcifs-ext:0.9.4","3"
"org.glassfish.common:internal-api:3.0.1-b16","3"
"org.glassfish.common:internal-api:3.0.1-b19","3"
"org.glassfish.common:internal-api:3.0.1-b03","3"
"org.glassfish.common:internal-api:3.0.1-b07","3"
"org.kuali.rice:rice-core-impl:2.2.0","3"
"com.sun.grizzly:grizzly-http-servlet:1.9.36","3"
"org.glassfish.transaction:transaction-internal-api:3.0-b74a","3"
"org.codehaus.castor:castor:1.1.1","3"
"jaxen:jaxen:1.1-beta-8","3"
"org.ow2.bundles:ow2-bundles-externals-commons-logging:1.0.19","3"
"org.codehaus.plexus:plexus-container-default:1.0-beta-1","3"
"org.glassfish:javax.annotation:3.1-b10","3"
"org.apache.geronimo.specs:geronimo-jacc_1.4_spec:1.0","3"
"org.glassfish:javax.ejb:3.1","3"
"org.jvnet.robust-http-client:robust-http-client:1.0","3"
"org.ow2.util:util-url:1.0.8","3"
"org.kuali.rice:rice-krad-web-framework:2.2.0","3"
"org.apache.zookeeper:zookeeper:3.3.3","3"
"org.apache.zookeeper:zookeeper:3.3.1","3"
"org.apache.zookeeper:zookeeper:3.3.2","3"
"saxon:saxon:6.5.3","3"
"com.sun.jersey:jersey-server:1.5-ea01","3"
"net.anotheria:ano-comm:2.0.0","3"
"org.hibernate:hibernate-validator:4.1.0.Final","3"
"org.apache.felix:org.apache.felix.webconsole:3.0.0","3"
"org.glassfish.admin:admin-util:3.1-b26","3"
"org.glassfish.admin:admin-util:3.1-b12","3"
"org.glassfish.admin:admin-util:3.1-b13","3"
"org.glassfish.admin:admin-util:3.1-b08","3"
"org.glassfish.common:common-util:3.0-b73","3"
"org.glassfish.common:common-util:3.0-b71","3"
"org.apache.geronimo.framework:geronimo-management:2.2.1","3"
"org.glassfish.common:common-util:3.0-b63","3"
"org.glassfish.common:common-util:3.0-b60","3"
"commons-betwixt:commons-betwixt:0.8","3"
"org.xwiki.rendering:xwiki-rendering-api:4.2-milestone-1","3"
"org.mortbay.jetty:servlet-api-2.5:6.1.12","3"
"geronimo-spec:geronimo-spec-ejb:2.1-rc4","3"
"commons-pool:commons-pool:1.5.5","3"
"commons-pool:commons-pool:1.5.3","3"
"org.apache.wicket:wicket-extensions:1.5-RC4.2","3"
"org.glassfish.core:kernel:3.1-b08","3"
"org.sonatype.aether:aether-spi:1.8","3"
"org.sonatype.aether:aether-spi:1.9","3"
"org.apache.avalon.framework:avalon-framework-impl:4.3.1","3"
"org.apache.geronimo.framework:geronimo-common:2.2","3"
"org.springframework:spring-context-support:3.1.1.RELEASE","3"
"javax.xml:jaxb-impl:2.1","3"
"javax.faces:jsf-api:1.2_10-b01","3"
"org.apache.struts:struts2-core:2.2.1.1","3"
"org.apache.cxf:cxf-api:2.1.10","3"
"org.ow2.util:util-component-api:1.0.12","3"
"org.jvnet.hudson:task-reactor:1.1","3"
"org.ow2.util:util-component-api:1.0.17","3"
"org.sonatype.micromailer:micromailer:1.1.0","3"
"io.netty:netty:3.5.8.Final","3"
"org.springframework:spring-context:2.0.1","3"
"org.ow2.util:util-ee-deploy-impl:1.0.12","3"
"org.ow2.util:util-ee-deploy-impl:1.0.19","3"
"org.ow2.util:util-ee-deploy-impl:1.0.21","3"
"org.ow2.util:util-ee-deploy-impl:1.0.23","3"
"net.sf.ezmorph:ezmorph:1.0.6","3"
"org.apache.httpcomponents:httpmime:4.1.3","3"
"org.apache.httpcomponents:httpmime:4.1.2","3"
"org.jclouds:jclouds-core:1.5.0-beta.4","3"
"org.apache.tomcat:juli:6.0.13","3"
"org.apache.cxf:cxf-api:2.3.3","3"
"org.apache.cxf:cxf-api:2.3.4","3"
"org.eclipse.jetty.orbit:org.apache.taglibs.standard.glassfish:1.2.0.v201112081803","3"
"org.codehaus.woodstox:stax2-api:3.0.2","3"
"org.springframework:spring-webmvc:3.0.2.RELEASE","3"
"org.xwiki.commons:xwiki-commons-configuration-api:4.3-milestone-2","3"
"org.apache.xbean:xbean-reflect:3.6","3"
"org.objectweb.fractal.cecilia.toolchain:plugin-framework:2.1.0","3"
"commons-jelly:commons-jelly-tags-velocity:1.0","3"
"org.slf4j:jcl-over-slf4j:1.6.0","3"
"org.apache.maven:maven-model:3.0.4","3"
"org.apache.maven:maven-model:3.0.3","3"
"ant:ant:1.6.4","3"
"commons-logging:commons-logging:1.0","3"
"org.apache.geronimo.specs:geronimo-j2ee-jacc_1.0_spec:1.1","3"
"org.glassfish.common:glassfish-ee-api:3.0.1-b08","3"
"apache-xerces:xml-apis:2.9.1","3"
"org.glassfish.deployment:dol:3.2-b03","3"
"net.sourceforge.nekohtml:nekohtml:1.9.7","3"
"org.apache.cocoon:cocoon-core:2.2.0","3"
"com.google.gwt:gwt-servlet:1.5.2","3"
"org.apache.cxf:cxf-api:2.2.8","3"
"org.apache.cxf:cxf-api:2.2.6","3"
"org.objectweb.monolog:monolog-wrapper-p6spy:2.1.11","3"
"org.glassfish.common:glassfish-api:3.1-b36","3"
"org.glassfish.common:glassfish-api:3.1-b30","3"
"org.springframework:spring-aop:3.1.2.RELEASE","3"
"org.glassfish.common:glassfish-api:3.1-b25","3"
"org.glassfish.common:glassfish-api:3.1-b22","3"
"org.glassfish.common:glassfish-api:3.1-b17","3"
"org.glassfish.common:glassfish-api:3.1-b13","3"
"org.glassfish.common:glassfish-api:3.1-b11","3"
"org.glassfish.common:glassfish-api:3.1-b04","3"
"org.ow2.util:util-ee-deploy-impl:1.0.6","3"
"org.ow2.util:util-ee-deploy-impl:1.0.7","3"
"org.scala-lang:scala-compiler:2.8.0","3"
"com.sun.jersey:jersey-server:1.6","3"
"com.sun.jersey:jersey-server:1.2","3"
"org.jclouds:jclouds-core:1.1.1","3"
"org.jclouds:jclouds-core:1.1.0","3"
"org.jasypt:jasypt:1.9.0","3"
"javax.xml:webservices-api-osgi:2.0-b19","3"
"org.slf4j:jcl-over-slf4j:1.5.2","3"
"org.jclouds:jclouds-core:1.5.4","3"
"org.apache.cxf:cxf-api:2.1.2","3"
"org.exoplatform.tool:exo.tool.framework.junit:1.2.1-GA","3"
"org.ow2.jonas:jonas-management-javaee:5.1.0-M5","3"
"org.glassfish.jersey.core:jersey-server:2.0-m11","3"
"org.springframework:spring-context:3.1.2.RELEASE","3"
"com.sun.xml.bind:jaxb-osgi:2.2.2-promoted-b95","3"
"com.sun.xml.bind:jaxb-impl:2.0.3","3"
"org.glassfish.transaction:transaction-internal-api:3.1-b06","3"
"org.glassfish.grizzly:grizzly-framework:2.1.2","3"
"org.glassfish.grizzly:grizzly-framework:2.1.1","3"
"com.sun.corba:glassfish-corba-csiv2-idl:3.1.0-b029","3"
"org.kuali.rice:rice-location-api:2.2.0","3"
"org.jdtaus.banking:jdtaus-banking-schemas:1.16","3"
"org.glassfish:javax.resource:3.1.1-b10","3"
"qdox:qdox:1.3","3"
"org.apache.tomcat:catalina:6.0.29","3"
"org.glassfish:javax.annotation:3.0-b72","3"
"org.jclouds:jclouds-core:1.4.2","3"
"org.jclouds:jclouds-core:1.4.0","3"
"org.glassfish.common:glassfish-api:3.0","3"
"org.glassfish.common:glassfish-api:3.1","3"
"org.glassfish.deployment:deployment-common:3.1.1-b10","3"
"org.dspace:dspace-api-lang:1.7.1.0","3"
"org.glassfish.deployment:deployment-common:3.1.1-b02","3"
"org.glassfish.deployment:deployment-common:3.1.1-b01","3"
"com.sun.jersey:jersey-json:1.6","3"
"org.mortbay.jetty:jsp-api-2.1-glassfish:9.1.1.B60.25.p2","3"
"org.glassfish.transaction:transaction-internal-api:3.1-b40","3"
"org.dspace:dspace-services-api:2.0.0-alpha","3"
"org.apache.openwebbeans:openwebbeans-ee-common:1.1.1","3"
"com.kenai.nbpwr:org-apache-commons-io:1.3.1-201002241208","3"
"org.codehaus.groovy:groovy-all:1.5.8","3"
"org.apache.poi:poi:3.0.2-FINAL","3"
"org.apache.maven.reporting:maven-reporting-impl:2.0.2","3"
"org.jasypt:jasypt:1.7.1","3"
"org.apache.felix:org.apache.felix.framework:1.0.1","3"
"org.ow2.util:util-file:1.0.7","3"
"org.eclipse.jetty:jetty-server:7.5.0.RC1","3"
"org.kuali.rice:rice-location-framework:2.2.0","3"
"com.kenai.nbpwr:org-slf4j-jdk14:1.6.1-201106101300","3"
"com.sun.corba:glassfish-corba-omgapi:3.1.0-b024","3"
"com.sun.corba:glassfish-corba-omgapi:3.1.0-b029","3"
"com.sun.grizzly:grizzly-utils:1.9.18-g","3"
"org.apache.derby:derby:10.2.1.6","3"
"com.sun.xml.bind:jaxb-impl:2.2.4","3"
"org.ow2.fastrmic:fastrmic:1.0.2","3"
"com.sun.xml.bind:jaxb-impl:2.2.2","3"
"com.sun.xml.bind:jaxb-impl:2.2.3","3"
"com.google.collections:google-collections:1.0-rc1","3"
"com.google.collections:google-collections:1.0-rc3","3"
"org.apache.directory.shared:shared-ldap:0.9.15","3"
"org.eclipse.jetty:jetty-server:7.2.2.v20101205","3"
"org.glassfish.persistence:persistence-common:3.1-b06","3"
"org.ow2.util:util-ee-metadata-common-api:1.0.14","3"
"org.ow2.util:util-ee-metadata-common-api:1.0.12","3"
"javax.mail:mail:1.4.2","3"
"org.opensaml:opensaml:2.5.1-1","3"
"com.google.guava:guava-base:r03","3"
"org.ow2.util:util-ee-metadata-common-api:1.0.29","3"
"org.ow2.util:util-ee-metadata-common-api:1.0.35","3"
"cas:cas:2.0.12","3"
"org.jasypt:jasypt:1.6","3"
"com.atomikos:atomikos-util:3.2.3","3"
"net.liftweb:lift-common_2.9.1:2.4","3"
"org.ow2.easybeans:easybeans-deployment:1.1.0-M3","3"
"org.sonatype.aether:aether-api:1.13.1","3"
"org.restlet:org.restlet.ext.velocity:1.1.6-SONATYPE-5348","3"
"org.ow2.spec.ee:ow2-ejb-3.0-spec:1.0.5","3"
"org.ow2.spec.ee:ow2-ejb-3.0-spec:1.0.8","3"
"org.ow2.spec.ee:ow2-ejb-3.0-spec:1.0.0","3"
"org.shoal:shoal-gms-api:1.5.22","3"
"org.springframework.ldap:spring-ldap:1.2.1","3"
"org.glassfish.core:kernel:3.0-b63","3"
"net.sf.ehcache:ehcache:1.6.0","3"
"org.jclouds:jclouds-blobstore:1.3.2","3"
"com.sun.corba:glassfish-corba-codegen:3.1.0-b029","3"
"org.apache.maven:maven-model-builder:3.0.3","3"
"org.apache.maven:maven-model-builder:3.0.2","3"
"org.apache.maven:maven-model-builder:3.0.1","3"
"org.tranql:tranql-connector-derby-embed-xa:1.7","3"
"ch.qos.logback:logback-classic:0.9.26","3"
"org.apache.cxf:cxf-rt-databinding-jaxb:2.4.8","3"
"ch.qos.logback:logback-classic:0.9.27","3"
"org.apache.tomcat:jsp-api:6.0.20","3"
"org.eclipse.persistence:org.eclipse.persistence.jpa.modelgen:2.0.1","3"
"org.codehaus.plexus:plexus-archiver:1.0","3"
"org.glassfish.common:common-util:3.0","3"
"org.glassfish.common:common-util:3.1","3"
"org.scala-lang:scala-compiler:2.9.0","3"
"org.scala-lang:scala-compiler:2.9.1","3"
"org.scala-lang:scala-compiler:2.9.2","3"
"org.opensaml:xmltooling:1.3.2-1","3"
"org.apache.ws.security:wss4j:1.6.7","3"
"org.springframework:spring-aop:3.1.3.RELEASE","3"
"com.sun.woodstock.dependlibs:prototype:1.5.0","3"
"org.jboss.as:jboss-as-naming:7.1.1.Final","3"
"org.sonatype.plugin:plugin-api:1.0.3","3"
"com.sun.corba:glassfish-corba-orbgeneric:3.1.0-b029","3"
"com.sun.corba:glassfish-corba-orbgeneric:3.1.0-b017","3"
"org.apache.camel:camel-spring:2.5.0","3"
"ar.com.fdvs:DynamicJasper:3.0.13","3"
"org.apache.derby:derby:10.2.2.0","3"
"org.codehaus.service-conduit:sca4j-api:0.9.5","3"
"org.ow2.spec.ee:ow2-connector-1.5-spec:1.0.0","3"
"org.ow2.spec.ee:ow2-connector-1.5-spec:1.0.8","3"
"org.reflections:reflections:0.9.8","3"
"org.glassfish.common:glassfish-api:3.2-b02","3"
"org.glassfish.common:glassfish-api:3.2-b01","3"
"org.glassfish.common:glassfish-ee-api:3.0-b73","3"
"org.glassfish.packager:glassfish-hk2:3.1-b06","3"
"org.glassfish.hk2:class-model:1.6.17","2"
"com.github.stephenc:jamm:0.2.5","2"
"org.ow2.cmi:cmi-admin:2.2.2","2"
"org.glassfish.connectors:connectors-runtime:3.0-b63","2"
"org.ow2.util:util-log:1.0.26","2"
"org.ow2.bundles:ow2-util-ee-deploy-impl:1.0.7","2"
"org.ow2.util:util-log:1.0.27","2"
"org.ow2.util:util-log:1.0.28","2"
"jaxme:jaxme-api:0.3","2"
"org.apache.geronimo.framework:geronimo-core:2.2.1","2"
"org.apache.maven.surefire:surefire-booter:2.5","2"
"net.sf.saxon:saxon-sql:9.1.0.1","2"
"org.apache.geronimo.modules:geronimo-system:1.2-beta","2"
"org.apache.maven:maven-archiver:2.4","2"
"org.apache.wicket:wicket-request:6.3.0","2"
"com.mysema.querydsl:querydsl-core:1.8.1","2"
"org.eclipse.jetty:jetty-io:7.6.1.v20120215","2"
"org.codehaus.plexus:plexus-velocity:1.1.8","2"
"org.codehaus.plexus:plexus-velocity:1.1.4","2"
"org.codehaus.plexus:plexus-velocity:1.1.3","2"
"org.apache.xbean:xbean-bundleutils:3.7","2"
"it.tidalwave.northernwind:it-tidalwave-northernwind-core:1.0.24","2"
"org.ow2.jonas:jonas-version:5.1.1","2"
"org.nuiton.i18n:nuiton-i18n:2.3.2","2"
"org.ow2.jonas:jonas-version:5.1.4","2"
"org.ow2.jonas:jonas-deployment-api:5.0.3","2"
"org.ow2.util:util-log:1.0.31","2"
"org.sonatype.gossip:gossip-core:1.5","2"
"org.springframework:spring-webmvc-portlet:3.0.4.RELEASE","2"
"com.sun.xml.messaging.saaj:saaj-impl:1.3.10","2"
"org.xwiki.commons:xwiki-commons-properties:4.0.1","2"
"org.codehaus.plexus:plexus-classworlds:2.3","2"
"org.ow2.util:util-xml:1.0.32","2"
"org.ow2.util:util-xml:1.0.29","2"
"org.ow2.util:util-xml:1.0.25","2"
"org.yaml:snakeyaml:1.7","2"
"org.kuali.student.common:ks-common-util:1.2","2"
"opensymphony:oscache:2.3","2"
"org.glassfish.security:security:3.1-b30","2"
"org.glassfish.security:security:3.1-b31","2"
"org.glassfish.security:security:3.1-b32","2"
"org.jvnet.hudson.dtkit:dtkit-metrics-api:0.4","2"
"org.ow2.util:util-xml:1.0.21","2"
"org.ow2.util:util-xml:1.0.12","2"
"org.ow2.util:util-xml:1.0.14","2"
"org.springframework:spring-core:2.0.2","2"
"org.springframework:spring-core:2.0.1","2"
"org.apache.httpcomponents:httpcore:4.2-beta1","2"
"org.apache.directory.server:apacheds-core-constants:2.0.0-M1","2"
"forehead:forehead:1.0-beta-5","2"
"org.sonatype.aether:aether-connector-wagon:1.8","2"
"net.sourceforge.jadex:jadex-kernel-base:2.0-rc8","2"
"org.springframework:spring-aspects:3.0.2.RELEASE","2"
"org.apache.camel:camel-jms:2.0.0","2"
"org.antlr:antlr:3.1.3","2"
"com.legsem.legstar:legstar-engine:1.5.2","2"
"org.glassfish.admin:monitoring-core:3.2-b04","2"
"org.glassfish.admin:monitoring-core:3.2-b03","2"
"org.glassfish.admin:monitoring-core:3.2-b02","2"
"org.codehaus.plexus:plexus-classworlds:1.2-alpha-13","2"
"org.codehaus.plexus:plexus-classworlds:1.2-alpha-10","2"
"org.glassfish.security:security:3.1-b10","2"
"org.apache.directory.server:apacheds-server-annotations:2.0.0-M1","2"
"org.glassfish.security:security:3.1-b12","2"
"org.glassfish.security:security:3.1-b13","2"
"org.glassfish.security:security:3.1-b14","2"
"org.apache.directory.server:apacheds-protocol-shared:2.0.0-M1","2"
"org.xwiki.commons:xwiki-commons-extension-api:4.0.1","2"
"org.glassfish.security:security:3.1-b06","2"
"org.glassfish.security:security:3.1-b09","2"
"org.glassfish.ejb:ejb-container:3.1-b10","2"
"org.sonatype.aether:aether-impl:1.11","2"
"se.vgregion.javg:javg-rt-support:1.3","2"
"org.apache.camel:camel-groovy:2.7.2","2"
"org.glassfish.packager:glassfish-jta:3.0-b74a","2"
"org.glassfish:javax.ejb:3.0-b72","2"
"org.glassfish:javax.ejb:3.0-b71","2"
"org.apache.geronimo.framework:geronimo-core:2.1.5","2"
"org.apache.geronimo.framework:geronimo-core:2.1.4","2"
"org.apache.cxf:cxf-rt-core:2.1.10","2"
"org.glassfish:javax.ejb:3.0-b73","2"
"org.apache.servicemix.specs:org.apache.servicemix.specs.jbi-api-1.0:1.7.0","2"
"org.glassfish:javax.ejb:3.0-b60","2"
"org.codehaus.redback:redback-system:1.2-beta-1","2"
"org.xwiki.rendering:xwiki-rendering-syntax-plain:4.2-milestone-1","2"
"org.netbeans.api:org-netbeans-swing-tabcontrol:RELEASE691","2"
"org.jboss.security:jboss-negotiation-spnego:2.2.0.SP1","2"
"org.ow2.jonas:jonas-version:5.2.0","2"
"org.eclipse.jetty:jetty-http:7.6.7.v20120910","2"
"org.geomajas.documentation:geomajas-jdocbook-style:1.0.0","2"
"nekohtml:nekohtml:0.9.1","2"
"org.objectweb.dream.dreamcore:dream-core:2.2","2"
"org.springframework:spring-aop:3.1.1.RELEASE","2"
"nekohtml:nekohtml:0.9.5","2"
"org.glassfish.cluster:cluster-admin:3.1.1-b10","2"
"org.apache.directory.shared:shared-ldap-constants:0.9.19","2"
"org.glassfish.packager:glassfish-jms:3.0-b74a","2"
"org.apache.camel:camel-ftp:2.7.2","2"
"org.ow2.util:util-ee-metadata-ws-impl:1.0.19","2"
"org.ow2.util:util-ee-metadata-ws-impl:1.0.12","2"
"com.sun.jersey:jersey-servlet:1.10-b01","2"
"org.glassfish.packager:glassfish-jta:3.1-b06","2"
"org.eclipse.jetty:jetty-io:7.4.3.v20110701","2"
"net.schmizz:sshj:0.7.0","2"
"org.codehaus.plexus:plexus-component-annotations:1.0-beta-1","2"
"org.ow2.util:util-ee-metadata-ws-impl:1.0.29","2"
"org.ow2.util:util-ee-metadata-ws-impl:1.0.23","2"
"net.liftweb:lift-util_2.8.0:2.2-M1","2"
"org.apache.directory.server:apacheds-core-shared:1.5.5","2"
