artifact,betweenness_centrality
org.apache.felix:org.apache.felix.log:1.0.0,0
org.apache.santuario:xmlsec:1.5.1,0
org.apache.juddi:juddi-client:3.1.3,0
org.apache.juddi.scout:scout:1.2.6,0
org.apache.juddi:uddi-ws:3.1.3,0
org.apache.ws.security:wss4j:1.6.5,0
org.hibernate:hibernate-core:4.1.2.Final,0
org.hibernate.common:hibernate-commons-annotations:4.0.1.Final,0
org.hibernate:hibernate-entitymanager:4.1.2.Final,0
org.hibernate:hibernate-infinispan:4.1.2.Final,0
org.hibernate:hibernate-envers:4.1.2.Final,0
org.hornetq:hornetq-core:2.2.16.Final,0
org.hornetq:hornetq-jms:2.2.16.Final,0
org.hornetq:hornetq-ra:2.2.16.Final,0
org.rhq.helpers:rhq-pluginAnnotations:3.0.4,0
org.infinispan:infinispan-cachestore-remote:5.1.4.FINAL,0
org.infinispan:infinispan-client-hotrod:5.1.4.FINAL,0
org.infinispan:infinispan-core:5.1.4.FINAL,0
org.jboss.common:jboss-common-beans:1.0.0.Final,0
org.jboss:jboss-iiop-client:1.0.0.Final,0
org.jboss.as:jboss-as-appclient:7.1.2.Final,0
org.jboss.as:jboss-as-config-assembly:7.1.2.Final,0
sun.jdk:jconsole:jdk,0
org.jboss.as:jboss-as-clustering-common:7.1.2.Final,0
org.jboss.as:jboss-as-clustering-ejb3-infinispan:7.1.2.Final,0
org.jboss.as:jboss-as-clustering-impl:7.1.2.Final,0
org.jboss.as:jboss-as-clustering-infinispan:7.1.2.Final,0
org.jboss.as:jboss-as-clustering-jgroups:7.1.2.Final,0
org.jboss.as:jboss-as-clustering-registry:7.1.2.Final,0
org.jboss.as:jboss-as-clustering-service:7.1.2.Final,0
org.jboss.as:jboss-as-clustering-singleton:7.1.2.Final,0
org.jboss.as:jboss-as-clustering-web-infinispan:7.1.2.Final,0
org.jboss.as:jboss-as-clustering-web-spi:7.1.2.Final,0
org.jboss.as:jboss-as-cmp:7.1.2.Final,0
org.jboss.as:jboss-as-configadmin:7.1.2.Final,0
org.jboss.ballroom:widgets:1.3.0.Final,0
org.freemarker:freemarker:2.3.13,0
com.gwtplatform:gwtp-clients-common:0.6,0
org.jboss.as:jboss-as-connector:7.1.2.Final,0
org.jboss.as:jboss-as-domain-http-interface:7.1.2.Final,0
org.jboss.as:jboss-as-domain-management:7.1.2.Final,0
org.jboss.as:jboss-as-deployment-repository:7.1.2.Final,0
org.jboss.as:jboss-as-deployment-scanner:7.1.2.Final,0
org.jboss.as:jboss-as-ee:7.1.2.Final,0
org.jboss.as:jboss-as-ee-deployment:7.1.2.Final,0
org.jboss.as:jboss-as-ejb3:7.1.2.Final,0
org.jboss.as:jboss-as-embedded:7.1.2.Final,0
org.jboss.as:jboss-as-jaxr:7.1.2.Final,0
org.jboss.as:jboss-as-jaxrs:7.1.2.Final,0
org.jboss.as:jboss-as-jdr:7.1.2.Final,0
org.jboss.as:jboss-as-jsr77:7.1.2.Final,0
org.jboss.as:jboss-as-host-controller:7.1.2.Final,0
org.jboss.as:jboss-as-jacorb:7.1.2.Final,0
org.jboss.as:jboss-as-logging:7.1.2.Final,0
org.jboss.as:jboss-as-mail:7.1.2.Final,0
org.jboss.as:jboss-as-management-client-content:7.1.2.Final,0
org.jboss.as:jboss-as-messaging:7.1.2.Final,0
org.jboss.as:jboss-as-modcluster:7.1.2.Final,0
org.jboss.as:jboss-as-naming:7.1.2.Final,0
org.jboss.as:jboss-as-network:7.1.2.Final,0
org.jboss.as:jboss-as-osgi-configadmin:7.1.2.Final,0
org.jboss.as:jboss-as-osgi-service:7.1.2.Final,0
org.jboss.as:jboss-as-platform-mbean:7.1.2.Final,0
org.jboss.as:jboss-as-pojo:7.1.2.Final,0
org.jboss.as:jboss-as-process-controller:7.1.2.Final,0
org.jboss.as:jboss-as-remoting:7.1.2.Final,0
org.jboss.as:jboss-as-security:7.1.2.Final,0
org.jboss.as:jboss-as-sos:7.1.2.Final,0
org.jboss.as:jboss-as-sar:7.1.2.Final,0
org.jboss.as:jboss-as-threads:7.1.2.Final,0
org.jboss.as:jboss-as-transactions:7.1.2.Final,0
org.jboss.as:jboss-as-web:7.1.2.Final,0
org.jboss.as:jboss-as-weld:7.1.2.Final,0
org.jboss.as:jboss-as-webservices-server-integration:7.1.2.Final,0
org.jboss.as:jboss-as-xts:7.1.2.Final,0
org.jboss.classfilewriter:jboss-classfilewriter:1.0.2.Final,0
org.jboss.com.sun.httpserver:httpserver:1.0.1.Final,0
org.jboss:jboss-ejb-client:1.0.10.Final,0
org.jboss.ejb3:jboss-ejb3-ext-api:2.0.0,0
org.jboss.as:jboss-as-jpa:7.1.2.Final,0
org.jboss.as:jboss-as-jpa-hibernate4:7.1.2.Final,0
org.apache.openjpa:openjpa-kernel:2.1.1,0
org.apache.openjpa:openjpa-lib:2.1.1,0
org.apache.openjpa:openjpa-persistence:2.1.1,0
org.jboss.as:jboss-as-jpa-spi:7.1.2.Final,0
org.jboss.as:jboss-as-jpa-util:7.1.2.Final,0
org.jboss:jboss-transaction-spi:7.0.0.Final,0
org.jboss.ironjacamar:ironjacamar-core-api:1.0.11.Final,0
org.jboss.ironjacamar:ironjacamar-core-impl:1.0.11.Final,0
org.jboss.ironjacamar:ironjacamar-common-api:1.0.11.Final,0
org.jboss.ironjacamar:ironjacamar-common-spi:1.0.11.Final,0
org.jboss.ironjacamar:ironjacamar-common-impl:1.0.11.Final,0
org.jboss.ironjacamar:ironjacamar-deployers-common:1.0.11.Final,0
org.jboss.ironjacamar:ironjacamar-jdbc:1.0.11.Final,0
org.jboss.ironjacamar:ironjacamar-spec-api:1.0.11.Final,0
org.jboss.ironjacamar:ironjacamar-validator:1.0.11.Final,0
org.jboss.jbossts:jbossjts:4.16.4.Final,0
org.jboss.jbossts:jbossjts-integration:4.16.4.Final,0
org.jboss.jbossts:jbosstxbridge:4.16.4.Final,0
org.jboss.jbossts:jbossxts:4.16.4.Final,0
org.jboss.jbossts:jbossxts-api:4.16.4.Final,0
org.jboss.metadata:jboss-metadata-appclient:7.0.3.Final,0
org.jboss.metadata:jboss-metadata-common:7.0.3.Final,0
org.jboss.metadata:jboss-metadata-ear:7.0.3.Final,0
org.jboss.metadata:jboss-metadata-ejb:7.0.3.Final,0
org.jboss.metadata:jboss-metadata-web:7.0.3.Final,0
org.jboss.mod_cluster:mod_cluster-container-spi:1.2.1.Final,0
org.jboss.mod_cluster:mod_cluster-core:1.2.1.Final,0
org.jboss.mod_cluster:mod_cluster-container-catalina:1.2.1.Final,0
org.jboss.mod_cluster:mod_cluster-container-jbossweb:1.2.1.Final,0
org.jboss.netty:netty:3.2.6.Final,0
org.jboss.osgi.deployment:jbosgi-deployment:1.1.0.Final,0
org.jboss.osgi.logging:jboss-osgi-logging:1.0.0.Final,0
org.jboss.osgi.metadata:jbosgi-metadata:2.1.0.Final,0
org.jboss.osgi.repository:jbosgi-repository-api:1.2.0.Final,0
org.jboss.osgi.repository:jbosgi-repository-core:1.2.0.Final,0
org.jboss.osgi.resolver:jbosgi-resolver-api:2.1.0.Final,0
org.jboss.osgi.resolver:jbosgi-resolver-felix:2.1.0.Final,0
org.jboss.osgi.spi:jbosgi-spi:3.1.0.Final,0
org.jboss.osgi.vfs:jbosgi-vfs:1.1.0.Final,0
org.jboss.osgi.vfs:jbosgi-vfs30:1.1.0.Final,0
org.jboss.remoting3:jboss-remoting:3.2.7.GA,0
org.jboss.logging:jboss-logging-processor:1.0.2.Final,0
org.jboss:jboss-remote-naming:1.0.3.Final,0
org.jboss.resteasy:resteasy-jaxrs:2.3.3.Final,0
org.jboss.resteasy:async-http-servlet-3.0:2.3.3.Final,0
org.jboss.resteasy:resteasy-atom-provider:2.3.3.Final,0
org.jboss.resteasy:resteasy-cdi:2.3.3.Final,0
org.jboss.resteasy:resteasy-jackson-provider:2.3.3.Final,0
org.jboss.resteasy:resteasy-jaxb-provider:2.3.3.Final,0
org.jboss.resteasy:resteasy-jettison-provider:2.3.3.Final,0
org.jboss.resteasy:resteasy-jsapi:2.3.3.Final,0
org.jboss.resteasy:resteasy-multipart-provider:2.3.3.Final,0
org.jboss.resteasy:resteasy-yaml-provider:2.3.3.Final,0
org.jboss.sasl:jboss-sasl:1.0.1.Final,0
org.jboss.seam.integration:jboss-seam-int-jbossas:6.0.0.GA,0
org.jboss.security:jboss-negotiation-common:2.2.0.SP1,0
org.jboss.security:jboss-negotiation-net:2.2.0.SP1,0
org.jboss.security:jboss-negotiation-ntlm:2.2.0.SP1,0
org.jboss.security:jbossxacml:2.0.8.Final,0
org.jboss.shrinkwrap:shrinkwrap-api:1.0.0,0
org.jboss.shrinkwrap:shrinkwrap-impl-base:1.0.0,0
org.jboss.shrinkwrap:shrinkwrap-spi:1.0.0,0
org.jboss.slf4j:slf4j-jboss-logmanager:1.0.0.GA,0
org.jboss.spec.javax.annotation:jboss-annotations-api_1.1_spec:1.0.1.Final,0
org.jboss.spec.javax.ejb:jboss-ejb-api_3.1_spec:1.0.2.Final,0
org.jboss.spec.javax.el:jboss-el-api_2.2_spec:1.0.1.Final,0
org.jboss.spec.javax.enterprise.deploy:jboss-jad-api_1.2_spec:1.0.1.Final,0
org.jboss.spec.javax.faces:jboss-jsf-api_2.1_spec:2.0.2.Final,0
org.jboss.spec.javax.interceptor:jboss-interceptors-api_1.1_spec:1.0.1.Final,0
org.jboss.spec.javax.jms:jboss-jms-api_1.1_spec:1.0.1.Final,0
org.jboss.spec.javax.management.j2ee:jboss-j2eemgmt-api_1.1_spec:1.0.1.Final,0
org.jboss.spec.javax.resource:jboss-connector-api_1.6_spec:1.0.1.Final,0
org.jboss.spec.javax.rmi:jboss-rmi-api_1.0_spec:1.0.4.Final,0
org.jboss.spec.javax.security.auth.message:jboss-jaspi-api_1.0_spec:1.0.1.Final,0
org.jboss.spec.javax.security.jacc:jboss-jacc-api_1.4_spec:1.0.2.Final,0
org.jboss.spec.javax.servlet:jboss-servlet-api_2.5_spec:1.0.1.Final,0
org.jboss.spec.javax.servlet:jboss-servlet-api_3.0_spec:1.0.1.Final,0
org.jboss.spec.javax.servlet.jsp:jboss-jsp-api_2.2_spec:1.0.1.Final,0
org.jboss.spec.javax.servlet.jstl:jboss-jstl-api_1.2_spec:1.0.3.Final,0
org.jboss.spec.javax.transaction:jboss-transaction-api_1.1_spec:1.0.1.Final,0
org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_1.1_spec:1.0.1.Final,0
org.jboss.spec.javax.xml.bind:jboss-jaxb-api_2.2_spec:1.0.4.Final,0
org.jboss.spec.javax.xml.registry:jboss-jaxr-api_1.0_spec:1.0.2.Final,0
org.jboss.spec.javax.xml.rpc:jboss-jaxrpc-api_1.1_spec:1.0.1.Final,0
org.jboss.spec.javax.xml.soap:jboss-saaj-api_1.3_spec:1.0.2.Final,0
org.jboss.spec.javax.xml.ws:jboss-jaxws-api_2.2_spec:2.0.1.Final,0
org.jboss.web:jasper-jdt:7.0.3.Final,0
org.jboss.web:jbossweb:7.0.16.Final,0
org.jboss.weld:weld-api:1.1.Final,0
org.jboss.ws:jbossws-api:1.0.0.GA,0
org.jboss.ws:jbossws-common:2.0.2.GA,0
org.jboss.ws:jbossws-common-tools:1.0.0.GA,0
org.jboss.ws:jbossws-spi:2.0.3.GA,0
org.jboss.ws.projects:jaxws-jboss-httpserver-httpspi:1.0.1.GA,0
org.jboss.ws.cxf:jbossws-cxf-client:4.0.2.GA,0
org.jboss.ws.cxf:jbossws-cxf-factories:4.0.2.GA,0
org.jboss.ws.cxf:jbossws-cxf-resources:4.0.2.GA,0
org.jboss.ws.cxf:jbossws-cxf-server:4.0.2.GA,0
org.jboss.ws.cxf:jbossws-cxf-transports-httpserver:4.0.2.GA,0
org.jboss.ws.native:jbossws-native-core:4.0.2.GA,0
org.jboss.ws.native:jbossws-native-factories:4.0.2.GA,0
org.jboss.ws.native:jbossws-native-services:4.0.2.GA,0
org.jboss:jbossxb:2.0.3.GA,0
org.jdom:jdom:1.1.2,0
org.jgroups:jgroups:3.0.9.Final,0
org.osgi:org.osgi.enterprise:4.2.0,0
org.picketlink:picketlink-core:2.1.1.Final,0
org.picketlink.distribution:picketlink-jbas7:2.1.1.Final,0
org.projectodd.stilts:stilts-stomplet-server-bundle:0.1.26,0
org.picketbox:picketbox:4.0.9.Final,0
org.picketbox:picketbox-commons:1.0.0.final,0
org.picketbox:picketbox-infinispan:4.0.9.Final,0
org.python:jython-standalone:2.5.2,0
xalan:serializer:2.7.1.jbossorg-1,0
xalan:xalan:2.7.1.jbossorg-1,0
xerces:xercesImpl:2.9.1-jbossas-2,0
org.jboss.as:jboss-as-build-config:7.1.2.Final,0
org.glassfish.external:commons-codec-repackaged:3.0-Prelude-b28b,0
org.apache.tuscany.sca:tuscany-sca-tools:1.6.1,0
org.eobjects.metamodel:MetaModel-full:3.0-beta7,0
org.eobjects.metamodel:MetaModel-pojo:3.0-beta7,0
org.eobjects.metamodel:MetaModel-fixedwidth:3.0-beta7,0
org.eobjects.metamodel:MetaModel-dbase:3.0-beta7,0
org.slf4j:jcl-over-slf4j:1.6.3,0
org.eobjects.metamodel:MetaModel-jdbc:3.0-beta7,0
org.codehaus.jackson:jackson-core-asl:1.8.6,0
org.codehaus.jackson:jackson-mapper-asl:1.8.6,0
org.apache.httpcomponents:httpcore:4.1,0
org.apache.httpcomponents:httpclient-cache:4.1.1,0
org.eobjects.metamodel:MetaModel-xml:3.0-beta7,0
org.glassfish.extras:glassfish-embedded-shell-frag:3.1-b11,0
org.glassfish.core:glassfish:3.1-b11,0
org.glassfish.external:management-api-sources:3.0.0-b003,0
it.tidalwave.netbeans:it-tidalwave-netbeans-swing:2.13.53,0
it.tidalwave.thesefoolishthings:it-tidalwave-util:1.12.0,0
org.openbel:org.openbel.bel:2.0.0,0
de.saumya.mojo:rake-maven-plugin:0.28.2,0
org.sonatype.sisu.inject:guice-bean-reflect:1.4.2,0
org.sonatype.sisu.inject:guice-bean-inject:1.4.2,0
org.sonatype.sisu.inject:guice-bean-locators:1.4.2,0
org.sonatype.sisu.inject:guice-bean-converters:1.4.2,0
org.apache.cxf:cxf-bundle-jaxrs:2.4.0,0
com.sun.enterprise:osgi-main:1.0.20,0
org.sonatype.plexus:plexus-restlet-bridge:1.11,0
org.restlet:org.restlet:1.1.6-SONATYPE-5348,0
org.restlet:org.restlet.ext.fileupload:1.1.6-SONATYPE-5348,0
org.restlet:org.restlet.ext.velocity:1.1.6-SONATYPE-5348,0
org.restlet:org.restlet.ext.wadl:1.1.6-SONATYPE-5348,0
com.noelios.restlet:com.noelios.restlet:1.1.6-SONATYPE-5348,0
com.noelios.restlet:com.noelios.restlet.ext.httpclient:1.1.6-SONATYPE-5348,0
com.noelios.restlet:com.noelios.restlet.ext.servlet:1.1.6-SONATYPE-5348,0
org.mortbay.jetty:jetty-sslengine:6.1.12,0
org.mortbay.jetty:jetty-util:6.1.12,0
com.google.code.atinject:atinject:1.0.0-rev3,0
org.chromattic:chromattic.cglib:1.0.0-beta9,0
org.codehaus.plexus.redback:redback-xwork-example:1.0,0
org.wicketstuff:wicketstuff-servlet3-parent:1.5.9,0
org.apache.wicket:wicket-util:1.5.9,0
org.apache.wicket:wicket-request:1.5.9,0
net.liftweb:lift-mongodb_2.8.1:2.3-RC2,0
org.mongodb:mongo-java-driver:2.4,0
org.codehaus.cargo:cargo-core-uberjar:1.0-beta-2,0
net.sourceforge.maven-taglib:maven-taglib-plugin:2.4,0
taglibrarydoc:tlddoc:1.3,0
org.apache.maven:maven-plugin-parameter-documenter:2.0.8,0
org.apache.maven:maven-error-diagnostics:2.0.8,0
org.apache.maven:maven-plugin-descriptor:2.0.8,0
org.apache.maven:maven-monitor:2.0.8,0
org.apache.maven:maven-plugin-registry:2.0.8,0
org.jboss.jsr299.tck:jsr299-tck-impl:1.0.1-Final,0
org.jboss.test-harness:jboss-test-harness-api:1.1.0-CR5,0
org.jboss.test-harness:jboss-test-harness:1.1.0-CR5,0
org.jboss.test-audit:jboss-test-audit-api:1.1.0.CR1,0
org.jboss.ejb3:jboss-ejb3-api:3.1.0,0
javax.faces:jsf-api:1.2_13,0
net.sourceforge.htmlunit:htmlunit-core-js:2.4,0
org.codehaus.enunciate:enunciate-rt:1.14-RC1,0
com.sun.jersey:jersey-core:1.0.3,0
org.apache.cxf:cxf-common-schemas:2.1.3,0
org.apache.cxf:cxf-rt-databinding-jaxb:2.1.3,0
org.apache.cxf:cxf-rt-bindings-xml:2.1.3,0
org.apache.cxf:cxf-rt-frontend-simple:2.1.3,0
org.apache.cxf:cxf-rt-ws-addr:2.1.3,0
org.apache.cxf:cxf-rt-transports-http:2.1.3,0
org.jvnet:mimepull:1.1,0
org.codehaus.enunciate:enunciate-spring-app-rt:1.14-RC1,0
com.google.gwt:gwt-servlet:1.5.2,0
commons-collections:commons-collections:20040616,0
com.v-collaborate:validation.constraints:1.2.4,0
joda-time:joda-time:1.2.1,0
org.apache.camel:camel-irc:2.3.0,0
org.schwering:irclib:1.10,0
de.huxhorn.lilith:de.huxhorn.lilith.prefs:0.9.42,0
org.zeroturnaround:javarebel-servlet-plugin:2.0-RC1,0
org.zeroturnaround:javarebel-sdk:2.0-RC1,0
org.zeroturnaround:javarebel-utils:2.0-RC1,0
org.apache.camel:camel-jpa:2.8.1,0
org.apache.tuscany.sca:tuscany-contribution-jar:2.0-Beta3,0
com.sun.enterprise:hk2-maven-plugin:1.0.15,0
com.sun.enterprise:hk2-core:1.0.15,0
com.sun.enterprise:osgi-adapter:1.0.15,0
com.sun.enterprise:tiger-types-osgi:1.0.15,0
com.sun.enterprise:auto-depends:1.0.15,0
net.sourceforge.ccxjc:cc-xjc-dist:1.0-beta-12,0
org.jdtaus.common:jdtaus-banking-api:1.7,0
org.jdtaus.banking:jdtaus-banking-schemas:1.16,0
au.net.ocean.security.auth.gss:auth-gss-kerberos5:1.4,0
au.net.ocean.security.auth.gss:auth-gss-api:1.4,0
org.apache.camel.archetypes:camel-archetype-war:2.3.0,0
org.nuiton.eugene:maven-eugene-plugin:2.3.5,0
org.springframework.integration:spring-integration-jmx:2.0.1.RELEASE,0
org.springframework.integration:spring-integration-core:2.0.1.RELEASE,0
org.glassfish.admingui:console-common-full-plugin:3.1-b05,0
com.cedarsoft.commons.old:xml-commons:2.0.4,0
org.apache.camel:camel-itest-osgi:2.7.1,0
org.osgi:org.osgi.compendium:4.0.1,0
org.glassfish.jdbc:templates:3.0.1-b20,0
org.sonatype.nexus.plugins:nexus-gxt-base-plugin:1.0.0,0
com.google.gwt:gwt-servlet:2.0.4,0
org.codehaus.fabric3.standalone:fabric3-standalone-api:0.3,0
org.codehaus.fabric3:fabric3-host-api:0.2,0
org.zeroturnaround:wicket-jr-plugin:2.1.1,0
org.zeroturnaround:jr-sdk:2.1.1,0
org.zeroturnaround:jr-utils:2.1.1,0
org.zeroturnaround:jr-javassist:3.8.0.GA,0
org.jboss.microcontainer:jboss-kernel:2.0.0.GA,0
org.jboss.man:jboss-metatype:2.0.0.GA,0
org.jboss.logging:jboss-logging-log4j:2.0.5.GA,0
apache-log4j:log4j:1.2.14,0
org.jboss.jbossas:jboss-server-manager:0.1.1.GA,0
org.objectweb.fractal.fractaladl:toolchain-parent:2.4,0
org.glassfish.extras:glassfish-embedded-shell:3.0.1,0
org.glassfish.core:glassfish:3.0.1,0
org.ow2.jonas:jonas-webservices-cxf:5.2.0-M3,0
com.sun.grizzly:jsp-support:1.9.47,0
org.ow2.easybeans:easybeans-war-openjpa:1.0.0-JONAS,0
org.apache.openjpa:openjpa-lib-5:1.0.2,0
org.apache.openjpa:openjpa-jdbc:1.0.2,0
org.apache.openjpa:openjpa-persistence:1.0.2,0
org.apache.openjpa:openjpa-persistence-jdbc:1.0.2,0
org.apache.openjpa:openjpa-xmlstore:1.0.2,0
org.ow2.easybeans:easybeans-jpa-default-openjpa:1.0.0-JONAS,0
org.ow2.easybeans:easybeans-deployable:1.0.0-JONAS,0
org.ow2.easybeans:easybeans-security:1.0.0-JONAS,0
org.ow2.easybeans:easybeans-transaction:1.0.0-JONAS,0
org.ow2.easybeans:easybeans-management:1.0.0-JONAS,0
org.ow2.easybeans:easybeans-component-carol:1.0.0-JONAS,0
org.ow2.cmi:cmi-api:2.0-RC7,0
org.ow2.cmi:cmi-core-common:2.0-RC7,0
org.ow2.cmi:cmi-config:2.0-RC7,0
org.ow2.cmi:cmi-admin:2.0-RC7,0
jgroups:jgroups:2.6.2,0
org.ow2.cmi:cmi-ha:2.0-RC7,0
org.ow2.cmi:cmi-core-client:2.0-RC7,0
org.ow2.cmi:cmi-lb:2.0-RC7,0
org.ow2.easybeans:easybeans-component-jdbcpool:1.0.0-JONAS,0
org.objectweb.joram:joram-connector:5.0.9,0
org.objectweb.monolog:monolog:2.1.11,0
org.ow2.easybeans:easybeans-component-jotm:1.0.0-JONAS,0
org.ow2.easybeans:easybeans-component-mail:1.0.0-JONAS,0
org.ow2.easybeans:easybeans-component-smartclient-client:1.0.0-JONAS,0
org.ow2.easybeans:easybeans-component-smartclient-api:1.0.0-JONAS,0
org.ow2.easybeans:easybeans-component-smartclient-common:1.0.0-JONAS,0
org.ow2.easybeans:easybeans-jpa-toplink-essentials-glue:1.0.0-JONAS,0
org.ow2.easybeans:easybeans-ant-tasks:1.0.0-JONAS,0
org.ow2.util:util-archive-api:1.0.7,0
org.ow2.easybeans:easybeans-deployer-tomcat-5.5:1.0.0-JONAS,0
org.apache.tika:tika-core:0.5,0
jboss:javassist:3.6.ga,0
hivemind:hivemind:1.1.1,0
hivemind:hivemind-lib:1.1.1,0
org.glassfish.connectors:connectors-inbound-runtime:3.1-b36,0
org.glassfish.deployment:deployment-javaee-core:3.1-b36,0
org.glassfish.common:glassfish-ee-api:3.1-b36,0
com.sun.grizzly:grizzly-http-servlet:1.9.27,0
org.glassfish.security:ssl-impl:3.1-b36,0
org.glassfish:javax.security.auth.message:3.1-b36,0
org.glassfish:javax.security.jacc:3.1-b36,0
org.glassfish.security:jaspic.provider.framework:3.1-b36,0
org.glassfish.external:ldapbp-repackaged:3.1-b36,0
org.glassfish.external:libpam4j-repackaged:3.1-b36,0
org.glassfish.connectors:connectors-internal-api:3.1-b36,0
org.ow2.jasmine:jasmine-event-api:1.4.1-M3,0
org.glassfish:javax.transaction:3.1-b40,0
com.sun.enterprise:osgi-adapter:1.0.74,0
com.sun.grizzly:grizzly-framework:1.9.30,0
com.sun.grizzly:grizzly-rcm:1.9.30,0
com.sun.grizzly:grizzly-portunif:1.9.30,0
com.sun.grizzly:grizzly-lzma:1.9.30,0
org.glassfish:javax.annotation:3.1-b40,0
org.glassfish:javax.enterprise.deploy:3.1-b40,0
org.glassfish.common:annotation-framework:3.1-b40,0
org.glassfish.common:scattered-archive-api:3.1-b40,0
org.glassfish.security:ssl-impl:3.1-b40,0
org.glassfish.deployment:deployment-common:3.1-b40,0
org.glassfish:javax.security.auth.message:3.1-b40,0
org.glassfish:javax.security.jacc:3.1-b40,0
org.glassfish.security:jaspic.provider.framework:3.1-b40,0
org.glassfish:javax.servlet:3.1-b40,0
org.glassfish.ejb:ejb-internal-api:3.1-b40,0
org.glassfish.external:ldapbp-repackaged:3.1-b40,0
org.glassfish.external:libpam4j-repackaged:3.1-b40,0
com.sun.corba:glassfish-corba-orbgeneric:3.1.0-b024,0
com.sun.corba:glassfish-corba-omgapi:3.1.0-b024,0
com.sun.corba:glassfish-corba-internal-api:3.1.0-b024,0
org.glassfish.flashlight:flashlight-agent:3.1-b40,0
org.sakaiproject.courier:sakai-courier-assembly:2.9.0-b06,0
org.sakaiproject.courier:sakai-courier-api:2.9.0-b06,0
org.sakaiproject.courier:sakai-courier-pack:2.9.0-b06,0
org.sakaiproject.courier:courier:2.9.0-b06,0
jpox:jpox:1.1.0-alpha-4,0
javax.security:jaas:1.0.01,0
javax.sql:jdbc-stdext:2.0,0
ojdbc:ojdbc:14,0
commons-lang:commons-lang:1.0-b1,0
junit:junit:3.7,0
commons-pool:commons-pool:1.0.1,0
junitour:junitour:1.3,0
org.drools:droolsjbpm-ide-common:5.2.1.Final,0
org.drools:drools-core:5.2.1.Final,0
org.mvel:mvel2:2.1.Beta6,0
org.drools:knowledge-api:5.2.1.Final,0
org.apache.servicemix.examples.wsdl-first:wsdl-first-jsr181-su:4.3.0,0
org.apache.xbean:xbean-spring:3.7,0
org.apache.xbean:xbean-classloader:3.7,0
org.apache.servicemix.specs:org.apache.servicemix.specs.locator:1.6.0,0
org.codehaus.woodstox:wstx-asl:3.2.0,0
xmlbeans:xbean:2.2.0,0
xerces:xmlParserAPIs:2.2.1,0
com.sun.enterprise:hk2-maven:0.3.87,0
com.sun.enterprise:auto-depends:0.3.87,0
com.sun.enterprise:tiger-types-osgi:0.3.87,0
org.glassfish:bean-validator:3.0-JBoss-4.0.0.Beta3,0
org.glassfish.packager:glassfish-grizzly:3.0.1-b17,0
org.glassfish.osgi-platforms:felix:3.0.1-b17,0
org.jclouds.api:cloudstack:1.4.1,0
org.jclouds:jclouds-scriptbuilder:1.4.1,0
com.sun.jersey.samples:storage-service:1.10-b02,0
com.sun.jersey:jersey-core:1.10-b02,0
com.jgeppert.struts2.jquery:struts2-jquery-richtext-plugin:2.5.1,0
com.jgeppert.struts2.jquery:struts2-jquery-plugin:2.5.1,0
org.eclipse.jetty.tests:test-webapps-parent:7.0.0.RC5,0
org.apache.felix:org.apache.felix.main:3.0.7,0
org.apache.felix:org.apache.felix.framework:3.0.7,0
ch.qos.logback:logback-access:0.9.30,0
org.eclipse.jetty:jetty-continuation:7.0.1.v20091125,0
org.eclipse.jetty:jetty-util:7.0.1.v20091125,0
org.apache.isis.security:ldap:0.2.0-incubating,0
org.sakaiproject.samigo:samigo-audio:2.9.0-b06,0
liveconnect:plugin:1.5,0
org.jasig.ehcache:ehcache-jgroups3replication:1.7.3,0
net.sf.ehcache:ehcache-core:2.5.2,0
org.jvnet.hudson.main:cli:1.311,0
org.jvnet.hudson.main:remoting:1.311,0
org.apache.cxf:cxf-corbatools-maven-plugin:2.2.6,0
org.apache.cxf:cxf-rt-bindings-soap:2.2.6,0
org.apache.cxf:cxf-rt-bindings-xml:2.2.6,0
org.apache.cxf:cxf-rt-frontend-simple:2.2.6,0
org.apache.cxf:cxf-rt-ws-addr:2.2.6,0
org.apache.cxf:cxf-rt-databinding-jaxb:2.2.6,0
org.codehaus.enunciate:enunciate-docs:1.9-RC2,0
org.codehaus.enunciate:enunciate-core-annotations:1.9-RC2,0
net.sf.apt-jelly:apt-jelly-core:2.6,0
org.pustefixframework:pustefix-cdi:0.18.9,0
org.jboss.weld.servlet:weld-servlet:1.1.2.AS7,0
org.glassfish.web:web-embed-impl:3.1-b25,0
org.glassfish:javax.servlet:3.1-b25,0
org.glassfish:javax.servlet.jsp:3.1-b25,0
org.glassfish.common:glassfish-ee-api:3.1-b25,0
com.sun.corba:glassfish-corba-omgapi:3.1.0-b009,0
com.sun.corba:glassfish-corba-orbgeneric:3.1.0-b009,0
org.glassfish.common:stats77:3.1-b25,0
org.glassfish:javax.annotation:3.1-b25,0
org.glassfish:javax.transaction:3.1-b25,0
org.glassfish:javax.enterprise.deploy:3.1-b25,0
org.glassfish:javax.resource:3.1-b25,0
org.glassfish:javax.ejb:3.1-b25,0
org.glassfish.common:annotation-framework:3.1-b25,0
org.glassfish.security:ssl-impl:3.1-b25,0
org.glassfish:javax.security.auth.message:3.1-b25,0
org.glassfish:javax.security.jacc:3.1-b25,0
org.glassfish.ejb:ejb-internal-api:3.1-b25,0
org.glassfish.external:ldapbp-repackaged:3.1-b25,0
org.glassfish.transaction:transaction-internal-api:3.1-b25,0
org.glassfish.external:libpam4j-repackaged:3.1-b25,0
