artifact,trans_usages
com.sun.grizzly:grizzly-utils:1.9.31,586
org.glassfish.web:jsf-connector:3.1.1-b02,5
org.ow2.cmi:cmi-core-common:2.1.0,1
org.ow2.jonas.osgi:javaee-api:5.2.0,10
org.springframework:spring-beans:1.2.9,8
org.apache.tiles:tiles-core:2.2.2,10
org.glassfish.extras:javaee-frag:3.1-b06,4
com.sun.grizzly:grizzly-comet:1.9.19-beta4,44
org.apache.tomcat.extras:juli:6.0.13,1
org.ow2.asm:asm-analysis:4.0,10
org.atmosphere:atmosphere-compat-weblogic:0.7,3
org.apache.solr:solr-core:4.0.0,1
org.apache.openwebbeans:openwebbeans-spi:1.1.7,1
org.jclouds.provider:cloudservers-us:1.1.0,2
org.kuali.student.core:ks-core-api:1.2-M4,2
org.glassfish.security:inmemory.jacc.provider:3.1-b05,6
org.apache.cxf:cxf-rt-transports-http:2.1.10,1
org.ow2.util:util-ee-metadata-common-api:1.0.11,2
org.apache.tomcat:tomcat-el-api:7.0.28,1
org.glassfish.admin:monitoring-core:3.1-b10,8
net.databinder:unfiltered_2.9.1:0.6.0,3
org.grails:grails:2.2.0.RC4,1
org.glassfish.admingui:console-common-help:3.2-b02,11
org.glassfish.hk2.external:asm-all-repackaged:1.0.42,3
org.dspace:dspace-api:1.5.2,3
org.infinispan:infinispan-cachestore-jdbc:5.1.2.FINAL,5
org.glassfish.deployment:deployment-common:3.1.1,2
org.ow2.easybeans:easybeans-deployer-tomcat-5.5:1.1.0-M3,2
com.legsem.legstar:legstar-cmqrt:1.5.2,1
org.glassfish.persistence.cmp:cmp-internal-api:3.0-b74a,6
org.glassfish.web:web-embed-api:3.1-b15,2
org.grails:grails-plugin-converters:2.0.3,2
org.ow2.jonas:jonas-bootstrap-loader:5.1.0-RC4,2
org.ow2.cmi:cmi-core-client:2.0-RC8,5
org.ow2.util:util-plan-schemas:1.0.29,38
org.glassfish.extras:appserv-rt-frag:3.1-b08,4
org.apache.wicket:wicket:1.5-rc2,1
commons-logging:commons-logging:1.0.4,4076
org.apache.felix:org.apache.felix.http.proxy:2.0.4,1
org.ow2.util:util-xmlconfig:1.0.33,4
org.codehaus.plexus:plexus-component-api:1.0-alpha-26,1
com.sun.grizzly:grizzly-portunif:1.9.19-beta7,53
asm:asm-all:3.1,10
com.sun.enterprise:tiger-types-osgi:1.0.0,1790
org.glassfish.deployment:deployment-client:3.1.1-b05,14
org.glassfish.packager:glassfish-javahelp:3.1.1-b02,12
org.seleniumhq.selenium:selenium-android-driver:2.3.1,1
org.mortbay.jetty:jsp-api-2.1:6.1.5,173
org.glassfish.packager:glassfish-corba-base:3.0-b74b,1
org.jboss.as:jboss-as-arquillian-testenricher-msc:7.1.1.Final,3
org.ow2.cmi:cmi-admin:2.0.9,11
org.codehaus.redback:redback-authentication-ldap:1.2.8,2
org.atmosphere:atmosphere-compat-tomcat:0.7.1,5
org.apache.derby:derbynet:10.6.1.0,1
com.sun.grizzly:grizzly-rcm:1.9.31,547
org.glassfish.packager:glassfish-jta:3.1.1-b02,5
org.glassfish:javax.annotation:3.1-b24,2
org.ow2.cmi:cmi-ha:2.1.0,3
org.glassfish.security:inmemory.jacc.provider:3.1-b30,26
org.glassfish.connectors:work-management:3.0-b64,2
org.apache.geronimo.modules:geronimo-security-builder:2.1.4,3
org.apache.cxf:cxf-common-utilities:2.0.6,2
net.sf.ehcache:ehcache-web:2.0.0,1
org.jclouds.provider:stratogen-vcloud-mycloud:1.1.0,2
org.kuali.student.lum:ks-lum-api:1.2-M4,1
com.sun.enterprise:auto-depends:1.0.37,30
com.sun.corba:glassfish-corba-omgapi:3.0.0-b027,2
org.apache.struts.xwork:xwork-core:2.2.1,3
org.apache.camel:camel-atom:2.7.0,1
org.glassfish.common:glassfish-naming:3.1-b35,4
org.apache.geronimo.plugins:geronimo-pluto:2.1.4,3
org.glassfish.cluster:cluster-ssh:3.1-b10,17
org.ow2.easybeans:easybeans-jpa-eclipselink-glue:1.2.0-M2,2
org.ow2.util:util-ee-metadata-car-impl:1.0.27,3
com.googlecode.jannocessor:jannocessor-model:0.6.0,1
org.glassfish.web:web-gui-plugin-common:3.1.1-b10,40
org.jboss.ironjacamar:ironjacamar-common-api:1.0.9.Final,3
org.glassfish.webservices:jsr109-impl:3.1-b10,2
org.glassfish.admin:launcher:3.1.1,8
org.apache.wicket:wicket-request:1.5-RC3,4
org.apache.wicket:wicket:1.4.3,1
org.glassfish.web:web-naming:3.1-b09,2
org.glassfish.admingui:console-jts-plugin-help:3.0-b08,36
org.ow2.util:util-ee-deploy-impl:1.0.19,13
org.glassfish.metro:webservices-rt:2.1.2-b01,1
org.eobjects.metamodel:MetaModel-xml:1.7.1,1
org.glassfish.common:amx-core:3.1-b26,6
org.sonatype.sisu.inject:guice-bean-reflect:1.4.2,72
org.eclipse.jetty:jetty-http:7.3.1.v20110307,11
org.glassfish.orb:orb-iiop:3.0.1-b08,4
org.ow2.util:util-event-impl:1.0.29,46
org.kohsuke:trilead-putty-extension:1.0,10
org.apache.cxf:cxf-rt-bindings-xml:2.2.3,10
org.glassfish.web:jstl-connector:3.1-b14,1
org.glassfish.cluster:cluster-admin:3.1-b13,4
org.nakedobjects:no-application-library:3.0.3,2
org.ow2.jonas:jonas-jmx:5.1.1,1
com.ibm.icu:icu4j:3.8,14
org.apache.geronimo.specs:geronimo-corba_2.3_spec:1.1,129
org.jboss.osgi.deployment:jbosgi-deployment:1.0.12.Final,5
org.ops4j.pax.runner:pax-runner-commons:1.2.0,1
org.glassfish:javax.transaction:3.1-b14,5
org.codehaus.enunciate:enunciate-rest-tools:1.7,2
com.sun.jersey:jersey-server:1.8-ea02,1
commons-beanutils:commons-beanutils:1.7.0,963
org.apache.geronimo.configs:tomcat7-clustering-wadi:3.0-M1,1
org.ow2.spec.ee:ow2-jsr77-1.1-spec:1.0.10,1
com.sun.grizzly:grizzly-websockets:1.9.22,27
org.datanucleus:datanucleus-rdbms:1.0.3,1
org.glassfish.web:web-gui-plugin-common:3.0-b64,3
org.springmodules:spring-modules-ojb:0.8a,40
org.glassfish.external:jmsra:3.1-b06,2
org.apache.geronimo.configs:jsr88-rar-configurer:2.1.4,1
com.sun.enterprise:config:0.3.39,3
org.ow2.easybeans:easybeans-all:1.2.0,1
org.codehaus.plexus:plexus-utils:1.4.5,459
org.jclouds.api:elasticstack:1.4.2,1
org.springframework:spring-aspects:2.0.6,3
org.glassfish.jersey.containers:jersey-container-jdk-http:2.0-m05-2,1
org.kuali.student.security:ks-standard-sec:1.2-M4,2
org.eclipse.jetty:jetty-plus:7.4.5.v20110725,1
org.glassfish.jdbc:templates:3.0-b74,10
org.glassfish.packager:glassfish-ejb-lite:3.0-b64,1
org.ow2.easybeans.examples.maven.jpa2:entities:1.2.1,1
org.apache.geronimo.configs:tomcat6:2.1.4,2
org.glassfish.deployment:deployment-client:3.1.1-b11,14
org.apache.maven:maven-settings:3.0.3,11
org.ow2.spec.ee:ow2-servlet-3.0-spec:1.0.6,1
org.glassfish.web:jsf-connector:3.1.1-b01,8
org.glassfish:javax.resource:3.1-b18,2
org.eclipse.jetty:jetty-websocket:7.4.3.v20110701,1
com.sun.xml.bind:jaxb-xjc:2.2.4-1,2
org.apache.directory.server:apacheds-core-annotations:2.0.0-M1,2
org.glassfish.scripting:grizzly-jruby-module:0.7.12,2
com.proofpoint.platform:testing:0.55,2
org.glassfish.common:glassfish-naming:3.1.1-b01,5
org.glassfish.web:web-embed-api:3.1-b09,2
org.glassfish.packager:glassfish-hk2:3.0.1-b06,5
org.jboss.test-harness:jboss-test-harness:1.1.0-CR9,2
org.apache.karaf:manual:2.1.1,1
org.glassfish.packager:glassfish-grizzly-full:3.1-b14,3
de.huxhorn.lilith:de.huxhorn.lilith.data.eventsource:0.9.42,3
org.ow2.bundles:ow2-util-file:1.0.1,2
org.eclipse.jetty:jetty-security:8.0.0.v20110901,3
org.glassfish:simple-glassfish-api:3.1-b26,5
org.codehaus.fabric3.spec:sca-api-r1.0:0.3,2
com.sun.xml.bind:jaxb-impl:2.1,3
org.ow2.jonas:jonas-domain:5.1.0-M3,3
org.glassfish.admin:admin-cli:3.0.1-b08,47
org.glassfish.admin:server-mgmt:3.1-b14,3
org.codehaus.jackson:jackson-xc:1.2.0,14
org.objectweb.fractal.fractaladl:task-framework:2.3,10
org.springframework:spring-beans:1.2.7,4
org.ow2.easybeans:easybeans-component-quartz:1.1.0-M1,3
org.apache.wicket:wicket-core:1.5.1,5
org.glassfish.external:dbschema-repackaged:3.1-b13,2
org.apache.lucene:lucene-memory:3.1.0,6
org.ow2.bundles:ow2-util-url:1.0.21,7
org.ow2.util:util-log:1.0.21,104
org.apache.cocoon:cocoon-configuration-api:1.0.2,11
org.ow2.util:util-ee-metadata-car-api:1.0.29,33
org.codehaus.redback:redback-users-api:1.2.1,1
org.ow2.bundles:ow2-util-log:1.0.7,9
org.glassfish.common:glassfish-naming:3.1-b14,7
org.glassfish.distributions:scripting:3.0-b72,3
org.codehaus.enunciate:enunciate-xfire-client:1.7,1
org.springframework.ldap:spring-ldap:1.2.1,4
org.apache.geronimo.modules:geronimo-aspectj:3.0-M1,4
org.apache.neethi:neethi:2.0.4,200
org.glassfish.web:gf-web-connector:3.0-b64,3
org.glassfish.hk2.external:javax.inject:2.1.41,4
org.ow2.util:util-pool-impl:1.0.32,1
org.glassfish.core:kernel:3.0-b64,2
org.apache.servicemix:servicemix-jms:2010.01,3
net.liftweb:lift-json_2.7.7:2.2-RC1,2
org.glassfish:javax.management.j2ee:3.1-b41,4
org.codehaus.enunciate:enunciate-core-annotations:1.20,4
org.ow2.easybeans:easybeans-jpa-default-toplink-essentials:1.1.0,2
radeox:radeox:0.9,10
com.github.widebase:widebase-stream-codec_2.9.1:0.2.0,2
org.glassfish.packager:glassfish-jta:3.1.1-b01,8
org.markdownj:markdownj:0.3.0-1.0.2b4,1
org.glassfish.admingui:console-jca-plugin:3.2-b01,3
org.jboss.deployers:jboss-deployers-client-spi:2.0.4.GA,4
org.glassfish.security:jaspic.provider.framework:3.1.1-b07,6
org.apache.directory.server:apacheds-core-jndi:2.0.0-M1,2
org.ow2.util:util-component-impl:1.0.11,1
org.xwiki.commons:xwiki-commons-observation-api:4.3,2
org.glassfish.transaction:jta:3.1.1-b01,11
org.apache.archiva:archiva-policies:1.3.2,4
org.ow2.easybeans:easybeans-component-hsqldb:1.1.0,3
org.apache.karaf.features:org.apache.karaf.features.core:2.1.1,1
org.glassfish.admingui:console-common:3.1-b30,8
org.ow2.util:util-pool-api:1.0.2,4
org.glassfish.jersey.containers.glassfish:jersey-gf-ejb:2.0-m11,1
com.sun.corba:glassfish-corba-omgapi:3.1.0-b010,3
org.glassfish.ejb:ejb-internal-api:3.1-b32,26
com.cedarsoft.commons:xml-commons:5.1.1,2
com.sun.xml.messaging.saaj:saaj-impl:1.3.3,24
org.ow2.jonas:jonas-security-propagation:5.1.0-M3,2
org.glassfish.external:commons-codec-repackaged:3.0.1-b08,19
org.glassfish.common:amx-j2ee-impl:3.1-b14,3
org.chromattic:chromattic.spi:1.1.0-beta4,1
org.glassfish.web:webtier-all:3.0-b72,4
org.ow2.easybeans:easybeans-component-jmx:1.1.0-M1,3
org.apache.directory.server:apacheds-jdbm:1.5.5,25
org.sonatype.nexus:nexus-proxy:2.0.1,2
org.glassfish.persistence:glassfish-oracle-jdbc-driver-packages:3.0.1-b19,3
org.apache.maven.continuum:continuum-store:1.1-beta-4,2
org.ow2.util:util-ee-metadata-ejbjar-impl:1.0.37,14
org.glassfish.upgrade:upgrade-scripts:3.1-b31,20
org.glassfish.registration:registration-impl:3.0-b72,4
org.apache.geronimo.plugins.classloaders:geronimo-javaee-deployment_1.1MR3_spec:2.2,13
org.glassfish.flashlight:flashlight-agent:3.1-b30,27
org.glassfish.registration:glassfish-registration:3.0-b74a,48
org.sonatype.nexus:nexus-rest-api:2.0.1,1
org.codehaus.jackson:jackson-core-asl:1.9.1,2
com.sun.enterprise:config-types:0.4.17,86
org.sonatype.sisu.inject:guice-plexus-metadata:2.1.1,2
org.glassfish.core:glassfish:3.1-b09,7
org.antlr:antlr:3.4,2
org.glassfish.ejb:ejb-container:3.1-b08,1
org.codehaus.redback:redback-configuration:1.2.6,3
org.jvnet.maven-jellydoc-plugin:jellydoc-annotations:1.2,2
org.ow2.util:util-plan-deploy-api:1.0.32,4
org.apache.geronimo.specs:geronimo-activation_1.1_spec:1.0.2,430
net.thucydides:thucydides-report-resources:0.7.10,2
org.ow2.util:util-ee-metadata-war-impl:1.0.16,3
org.springframework:spring-core:3.1.3.RELEASE,41
org.apache.maven.scm:maven-scm-provider-synergy:1.0-beta-4,1
net.java.dev.jsr-275:jsr-275:1.0-beta-2,18
org.glassfish.upgrade:upgrade-scripts:3.2-b01,6
org.apache.maven:maven-core:2.0.4,14
org.glassfish.external:schema2beans-repackaged:3.1-b32,15
org.apache.servicemix.nmr:org.apache.servicemix.nmr.core:1.0.0,1
org.apache.solr:solr-core:1.3.0,2
org.springframework:spring-portlet:2.0.8,1
org.jomc:jomc-model:1.2.3,1
org.glassfish:javax.transaction:3.1.1-b05,4
it.geosolutions.imageio-ext:imageio-ext-tiff:1.0.8,10
org.ow2.easybeans:easybeans-component-smartclient-server:1.1.0,3
org.glassfish.deployment:schemas:3.0-b61,9
net.databinder:unfiltered-netty_2.9.0:0.6.1,2
org.codehaus.service-conduit:sca4j-loader:0.4.2,3
org.ow2.jasmine.monitoring:jasmine-eos-rules-common-client:1.2.5,2
org.glassfish.persistence.cmp:cmp-support-ejb:3.1.1-b10,4
org.apache.poi:poi-ooxml-schemas:3.8-beta3,7
org.jboss:jboss-vfs:2.0.0.CR1,2
org.ow2.bundles:ow2-util-ee-metadata-car-api:1.0.33,3
org.glassfish.external:sysnet-registration-repackaged:3.1-b32,2
org.mnode.ical4j:ical4j:1.0.3,1
org.powermock:powermock-api-mockito:1.4.8,1
org.glassfish.extras:grizzly-container:3.0.1-b08,22
org.glassfish.admin:backup:3.1-b05,6
org.springframework:spring-beans:3.1.0.RELEASE,255
org.springframework:spring-jdbc:2.5.2,2
org.ow2.util:util-archive-api:1.0.26,8
org.ow2.jasmine.monitoring:jasmine-eos-rules-common-client:1.2.6,2
org.jasig.resource-aggregator:resource-aggregator-api:1.0.2,1
org.glassfish.admin:monitoring-core:3.0.1-b19,6
org.apache.maven.scm:maven-scm-provider-cvs-commons:1.0,10
org.ow2.util:util-ee-deploy-impl:1.0.37,25
org.glassfish.cluster:cluster-admin:3.1-b05,4
org.glassfish.admin:admin-cli:3.1-b31,24
org.apache.geronimo.components:geronimo-jaspi:1.0,26
org.springframework:spring-web:1.2.8,7
org.glassfish:javax.security.jacc:3.1-b30,20
org.glassfish.packager:glassfish-jpa:3.0-b71,3
com.sun.enterprise:hk2-core:0.3.32-prelude-b28,14
org.glassfish.web:web-core:3.1-b08,3
org.apache.maven.archetype:maven-archetype-creator:1.0-alpha-4,2
org.codehaus.plexus:plexus-spring:1.1,22
org.mortbay.jetty:jetty-util:6.1.14,24
org.apache.cxf:cxf-rt-bindings-xml:2.5.4,2
org.ow2.easybeans:easybeans-component-smartclient-server:1.0.0-JONAS,5
org.apache.felix:org.osgi.foundation:1.0.0,57
org.codehaus.woodstox:wstx-asl:3.2.6,60
org.glassfish:javax.resource:3.0-b71,24
isorelax:isorelax:20030108,30
org.glassfish:javax.servlet:3.0-b74b,8
org.jboss.osgi.spi:jbosgi-spi:3.1.0.Final,1
org.reflext:reflext.api:1.0.0,1
org.ow2.spec.ee:ow2-ejb-3.0-spec:1.0-M1,161
opensymphony:sitemesh:2.4.2,3
org.glassfish.persistence.cmp:cmp-utility:3.1.1-b04,2
org.codehaus.plexus:plexus-container-default:1.0-alpha-9,260
org.ow2.spec.ee:ow2-jsr77-1.1-spec:1.0.7,21
org.slf4j:slf4j-jdk14:1.4.3,2
gnu.getopt:java-getopt:1.0.13,3
org.ops4j.pax.url:pax-url-commons:1.3.4,1
org.python:jython:2.2-beta1,6
com.sun.grizzly:grizzly-http:1.9.7,3
org.apache.wicket:wicket-auth-roles:1.4.12,1
org.codehaus.httpcache4j:httpcache4j-storage-api:4.0-M3,2
org.jclouds.api:s3:1.3.2,2
org.codehaus.service-conduit:sca4j-proxy:0.4.2,2
org.drools:knowledge-internal-api:5.5.0.Final,40
org.glassfish.admingui:console-ejb-plugin-help:3.2-b02,4
com.rempl:rempl-core:1.0,1
com.netflix.curator:curator-test:1.0.3,1
org.ow2.easybeans:easybeans-security:1.0.2,2
org.jclouds.api:byon:1.3.2,2
org.glassfish.core:kernel:3.1-b05,6
org.glassfish.deployment:dol:3.0-b64,2
org.glassfish.deployment:dtds:3.1-b06,4
org.objectweb.fractal.cecilia:cecilia-baselib:2.0.2,1
org.apache.archiva:archiva-checksum:1.3.5,3
org.specrunner:specrunner-core:1.0.1,1
org.glassfish.packager:felix:3.1-b40,24
org.glassfish:javax.enterprise.deploy:3.2-b03,15
org.ow2.jonas:jonas-bootstrap-loader:5.3.0-M6,4
org.jclouds:jclouds-compute:1.2.1,2
com.sun.enterprise:config:1.0.16,2
org.ow2.easybeans:easybeans-component-remotejndiresolver:1.1.0-RC1,3
org.codehaus.fabric3:fabric3-monitor:0.1,3
org.jvnet.hudson.main:maven-plugin:1.393,2
org.glassfish.common:annotation-framework:3.1-b05,5
org.glassfish.ejb:ejb-internal-api:3.1.1-b09,1
org.objectweb.joram:joram-shared:5.1.0a,4
org.glassfish.external:schema2beans-repackaged:3.1-b15,2
org.glassfish.transaction:transaction-internal-api:3.1-b15,11
org.glassfish.external:asm-all-repackaged:3.0-b71,37
net.anotheria:ano-db:2.0.0,8
org.glassfish.connectors:connectors-runtime:3.1-b08,2
org.apache.xbean:xbean-spring:2.4,2
org.apache.maven:maven-settings:2.0.1,4
org.sonatype.nexus:nexus-configuration:1.0.1,1
org.apache.maven.wagon:wagon-webdav:1.0-beta-2,60
org.glassfish.deployment:deployment-common:3.1-b15,3
org.ow2.jonas:jonas-services-api:5.1.0,5
com.sun.grizzly:grizzly-http:1.9.18-e,144
org.apache.ws.commons.schema:XmlSchema:1.4.2,55
org.glassfish.common:annotation-framework:3.0-b74b,8
com.sun.corba:glassfish-corba-orbgeneric:3.1.0-b008,1
com.proofpoint.platform:experimental:0.56,2
org.glassfish.grizzly:grizzly-framework:2.0,2
org.objectweb.perseus:perseus-concurrency:1.6,26
org.glassfish.flashlight:flashlight-framework:3.1.1-b04,7
org.ow2.util:audit-report-api:1.0.33,4
org.apache.maven:maven-monitor:2.0.4,15
org.nuiton:nuiton-utils:1.5.3,2
org.mortbay.jetty:jetty-util:6.0.0beta17,2
com.sun.enterprise:tiger-types-osgi:0.3.98,7
com.jgoodies:forms:1.1.0,2
org.ow2.util:util-plan-deployer:1.0.21,2
com.sun.enterprise:hk2-core:1.1.0,1147
com.sun.grizzly:grizzly-websockets:1.9.34,10
org.objectweb.fractal.juliac:juliac-fractaladl:2.2.6,1
org.glassfish.external:trilead-ssh2-repackaged:3.1.1-b05,9
org.scala-lang:scala-compiler:2.7.0,1
org.apache.tuscany.sca:tuscany-xsd:2.0-M5,10
net.sourceforge.jexcelapi:jxl:2.6.10,28
org.glassfish.deployment:dol:3.0.1-b01,14
org.glassfish:javax.jms:3.1.1-b10,5
org.eclipse.jetty:jetty-client:7.6.1.v20120215,1
org.glassfish.appclient.server:appclient-server-core:3.0.1-b20,16
org.scala-lang:scala-compiler:2.8.2,3
org.glassfish.grizzly:grizzly-http:2.0.1-b2,5
org.ow2.util:util-cluster-jgroups:1.0.5,8
org.jclouds.provider:bluelock-vcloud-zone01:1.3.2,2
org.glassfish.deployment:deployment-admin:3.0-b64,2
org.jvnet.hudson.main:maven-agent:1.350,2
org.codehaus.modello:modello-core:1.1,1
org.eclipse.jetty:jetty-util:8.0.0.M1,7
org.ow2.util:util-ee-metadata-car-api:1.0.19,7
net.liftweb:lift-actor_2.8.1:2.3-RC4,2
org.apache.tomcat:annotations-api:6.0.13,5
org.ow2.easybeans:easybeans-component-smartclient-common:1.1.0-M3,4
org.apache.openwebbeans:openwebbeans-ejb:1.1.1,4
com.legsem.legstar:legstar-coxbrt:1.5.8,2
javax.faces:shale-remoting:1.1.0-swdp-b,3
org.glassfish.extras:glassfish-embedded-static-shell-frag:3.1-b06,2
net.derquinse:derquinse-common-base:1.0.23,4
org.ow2.jonas:jonas-commons:5.1.0-RC4,1
org.apache.camel:camel-spring:2.7.0,3
org.glassfish.admingui:console-community-branding-plugin:3.1-b10,3
com.sun.grizzly:grizzly-rcm:1.9.22,23
org.glassfish.deployment:deployment-javaee-core:3.1-b08,6
org.apache.directory.shared:shared-i18n:0.9.19,4
com.sun.enterprise:hk2-core:1.0.29,179
org.apache.maven:maven-error-diagnostics:2.0.9,60
org.apache.httpcomponents:httpclient:4.0-alpha4,7
net.liftweb:lift-webkit_2.8.0:2.1-RC1,3
org.glassfish.persistence.cmp:cmp-enhancer:3.1-b12,3
org.sakaiproject.courier:courier:2.9.0-b06,1
net.sourceforge.jadex:jadex-commons:2.0-rc8,12
org.glassfish.packager:glassfish-corba:3.0-b71,1
org.eclipse.persistence:eclipselink:1.0-M8,3
org.ow2.cmi:cmi-api:2.0-RC5b,8
org.apache.ws.commons.axiom:axiom-impl:1.2.7,18
org.mortbay.jetty:servlet-api-2.5:6.1.1,5
org.slf4j:slf4j-ext:1.6.1,3
net.sourceforge.htmlunit:htmlunit:2.8,11
junit:junit:4.8.2,1021
org.glassfish.web:war-util:3.0.1-b08,4
org.glassfish.external:libpam4j-repackaged:3.1.1-b04,5
org.ow2.jonas:jonas-security-propagation:5.2.3,3
org.datanucleus:datanucleus-jpa:1.1.5,1
org.ow2.cmi:cmi-core-common:2.0.9,8
org.glassfish.flashlight:flashlight-agent:3.1-b14,8
org.shoal:shoal-gms-api:1.5.16,3
org.glassfish.common:stats77:3.0.1-b18,2
org.apache.geronimo.specs:geronimo-annotation_1.1_spec:1.0,4
org.ow2.util:util-event-api:1.0.35,9
org.springframework:spring-webmvc:2.5.6.SEC02,1
org.codehaus.plexus:plexus-interpolation:1.3,1
org.glassfish.extras:glassfish-embedded-shell-frag:3.0.1-b20,15
net.liftweb:lift-webkit_2.8.0:2.2-RC6,1
org.eclipse.jetty:jetty-io:7.0.0.RC6,4
org.apache.maven.mercury:mercury-crypto-basic:1.0-alpha-5,4
org.ow2.util:util-ee-deploy-impl:1.0.35,5
org.glassfish.deployment:sun-as-jsr88-dm-frag:3.0-b64,2
org.glassfish.persistence:persistence-common:3.0-b64,3
org.apache.tuscany.sca:tuscany-contribution-xml:2.0-M2,2
org.codehaus.modello:modello-plugin-xsd:1.1,1
com.google.http-client:google-http-client:1.8.3-beta,2
org.glassfish.extras:glassfish-embedded-shell-frag:3.0.1-b11,1
org.apache.jackrabbit:jackrabbit-jcr-commons:1.2.1,1
org.ow2.easybeans:easybeans-transaction:1.2.0-M4,3
com.sun.enterprise:tiger-types-osgi:0.3.94,3
com.sun.enterprise:config:0.3.76,1
net.sourceforge.pldoc:pldoc:1.5.21,1
org.glassfish.common:container-common:3.1-b02,2
org.glassfish.persistence.cmp:cmp-support-ejb:3.1-b10,3
org.apache.maven.surefire:surefire-junit:2.6,2
org.grails:grails-plugin-mimetypes:2.1.0.RC3,2
org.springframework.security:spring-security-web:3.1.0.RELEASE,6
org.eobjects.analyzerbeans:AnalyzerBeans-api:0.16,1
org.apache.cxf:cxf-api:2.1.10,7
org.jclouds:jclouds-scriptbuilder:1.5.0-beta.7,2
com.fasterxml.jackson.datatype:jackson-datatype-guava:2.0.6,3
com.sun.msv.datatype.xsd:xsdlib:2010.1,5
org.springframework:spring:1.2.4,10
org.eobjects.metamodel:MetaModel-querypostprocessor:1.7.1,2
org.ops4j.base:ops4j-base-store:1.2.2,5
org.glassfish.common:annotation-framework:3.1-b26,10
org.ow2.util:util-event-api:1.0.14,3
org.glassfish.common:amx-core-impl:3.0.1-b06,1
org.apache.karaf.features:org.apache.karaf.features.core:2.0.0,1
org.apache.maven.mercury:mercury-repo-api:1.0-alpha-6,1
junit:junit:3.7,585
org.apache.cxf:cxf-rt-core:2.2.3,10
org.apache.cxf:cxf-tools-wsdlto-databinding-jaxb:2.6.1,1
javax.xml:jaxb-impl:2.1,9
org.glassfish.ejb:ejb-container:3.1-b13,2
org.eobjects.metamodel:MetaModel-core:3.0-beta7,1
org.ow2.easybeans:easybeans-deployment:1.2.0-M2,23
com.sun.enterprise:auto-depends:1.6.2,9
org.apache.lucene:lucene-analyzers:3.3.0,6
org.jacorb:jacorb-idl:2.2.3-jonas-patch-20071018,179
org.glassfish.web:web-gui-plugin-common:3.0.1-b08,4
org.glassfish.deployment:deployment-common:3.1-b14,8
org.ow2.jonas:jonas-generators-base:5.1.0-RC3,2
velocity:velocity:1.5,19
org.jomc:jomc-model:1.2,1
org.apache.geronimo.modules:geronimo-webservices:3.0-M1,4
org.apache.struts.xwork:xwork-core:2.2.1.1,5
org.glassfish.admin:admin-cli:3.2-b06,1
org.xwiki.commons:xwiki-commons-job:4.2-milestone-1,2
com.sun.xml.bind:jaxb-impl:2.1.12,153
org.appfuse:appfuse-service:2.0,2
org.glassfish.transaction:jts:3.0-b64,2
org.ow2.jonas.documentation:jonas-doc-en-plan:5.3.0-M7,2
javax.xml.bind:jaxb-api:2.2.2,83
ant:ant-junit:1.6.2,5
org.glassfish.common:glassfish-naming:3.0.1-b04,2
org.glassfish:javax.servlet:3.0-b65,4
org.glassfish.main.core:kernel:3.1.2,2
org.glassfish:javax.enterprise.deploy:3.1-b18,1
org.apache.cxf:cxf-rt-transports-common:2.4.1,3
com.dooapp:gaedo-definition:0.4.3,1
org.glassfish:javax.servlet:3.1.1-b07,5
org.apache.jackrabbit:jackrabbit-core:2.4.2,1
org.codehaus.fabric3:fabric3-test-spi:2.0.1,2
org.codehaus.openxma:dsl-platform:4.0.2,1
com.sun.jersey:jersey-client:1.9.1,1
org.kuali.rice:rice-client-contrib:2.2.0,1
org.glassfish:javax.management.j2ee:3.0.1-b11,3
org.slf4j:slf4j-jcl:1.5.8,4
org.eobjects.metamodel:MetaModel-access:3.0.1,2
org.glassfish.flashlight:flashlight-framework:3.0-b61,6
org.glassfish.web:web-cli:3.1-b31,3
org.apache.cxf:cxf-rt-frontend-jaxws:2.6.1,1
org.eclipse.jetty:jetty-http:8.0.0.v20110901,3
com.mysema.querydsl:querydsl-apt:1.0.8,2
org.glassfish.appclient.server:appclient-connector:3.0.1-b06,3
org.glassfish.packager:glassfish-corba:3.0.1-b08,14
org.glassfish.deployment:schemas:3.1-b14,2
org.jvnet.hudson:xstream:1.3-hudson-3,4
org.ow2.easybeans:easybeans-deployment:1.1.0-M1,3
org.ow2.util:util-event-api:1.0.22,2
org.glassfish.common:amx-core:3.0-b59,2
org.ow2.util:util-event-impl:1.0.23,20
org.glassfish:javax.resource:3.2-b01,17
org.ow2.carol:carol:3.0.3,9
org.glassfish.admingui:dataprovider:3.0.1-b08,9
org.apache.maven.doxia:doxia-logging-api:1.1.2,8
org.glassfish.web:web-embed-api:3.2-b02,4
org.apache.maven.wagon:wagon-http-shared:1.0-beta-2,256
org.glassfish.cluster:cluster-admin:3.1-b35,4
org.glassfish:javax.enterprise.deploy:3.1-b31,12
org.glassfish.admin:admin-util:3.2-b06,1
org.dspace.dependencies.cocoon:dspace-cocoon-servlet-service-impl:1.0.1,4
org.apache.maven:maven-project:2.0.7,60
com.sun.enterprise:osgi-adapter:1.0.26,169
de.sciss:scalaaudiofile_2.9.2:1.1.+,1
org.glassfish.common:annotation-framework:3.0-b70,4
com.google.android:android:2.1.2,3
org.glassfish.external:commons-codec-repackaged:3.0-b64,3
org.glassfish.core:glassfish:3.1-b23,1
