artifact,trans_usages
org.activiti:activiti-engine:5.9,1
org.json:json:20080701,84
org.glassfish:javax.management.j2ee:3.1-b16,17
mx4j:mx4j-tools:2.1.1,2
de.huxhorn.lilith:de.huxhorn.lilith.logback.access-adapter:0.9.30,1
org.apache.directory.shared:shared-ldap-constants:0.9.18,1
sk.seges.sesam:sesam-service-converter-processor:1.2.2,2
org.glassfish.admin:admin-cli:3.1-b40,18
org.apache.tuscany.sca:tuscany-host-webapp:2.0-M5,1
org.codehaus.cargo:cargo-core-api-generic:1.0.4,1
org.codehaus.jtstand:jtstand-core:1.4.1,2
net.liftweb:lift-actor_2.9.0-1:2.4-M2,2
com.hazelcast:hazelcast:2.2,1
org.ow2.petals:petals-jbi:1.0.2,1
org.seleniumhq.selenium:selenium-iphone-driver:2.15.0,3
org.glassfish.external:asm-all-repackaged:3.0.1-b15,4
org.apache.maven.wagon:wagon-http:1.0-beta-6,5
org.objectweb.fractal.fractaljmx:fractal-jmx:0.2.5,3
org.ow2.bundles:ow2-util-ee-deploy-api:1.0.35,24
org.codehaus.plexus:plexus-ehcache:1.0-alpha-2,7
org.shoal:shoal-cache:1.5.21,46
org.glassfish:javax.ejb:3.0-b63,95
org.glassfish.admin:admin-util:3.2-b05,1
com.sun.jersey.glassfish.v3.osgi:jackson-core-asl:1.1.4.1,7
org.apache.geronimo.framework:geronimo-interceptor:2.2.1,7
org.sonatype.plugin:plugin-model-api:1.1.0,6
org.apache.archiva:archiva-common:1.2,3
org.apache.tuscany.sca:tuscany-interface:1.6,4
com.google.gwt:gwt-user:2.0.4,7
org.glassfish.webservices:jsr109-impl:3.1-b33,2
com.jolira:guice:2.0.3,1
org.eclipse.jetty:jetty-plus:7.1.0.v20100505,1
cglib:cglib-nodep:2.2.2,73
org.apache.directory.server:apacheds-core:1.5.5,2
org.codehaus.groovy:groovy-all-minimal:1.5.4,6
org.apache.httpcomponents:httpcore:4.4.10,4
net.java.truevfs:truevfs-comp-zip:0.10,3
org.apache.tomcat:jasper-el:6.0.29,4
javax.xml.bind:jaxb-api:2.2.2-promoted-b95,1
com.sun.enterprise:tiger-types-osgi:0.3.87,31
org.codehaus.mojo.natives:maven-native-generic-c:1.0-alpha-1,1
org.ow2.jonas:jonas-management-services:5.2.0,7
org.apache.aries.transaction:org.apache.aries.transaction.blueprint:0.1-incubating,8
org.sonatype.sisu:sisu-inject-bean:2.1.1,42
org.apache.maven:maven-model-builder:3.0.2,18
com.sun.grizzly:grizzly-portunif:1.9.19-beta4,52
org.glassfish.deployment:deployment-common:3.1-b35,24
org.apache.geronimo.plugins:geronimo-pluto:2.2.1,3
org.glassfish.osgi-platforms:felix:3.1.1-b09,4
org.openl.rules:org.openl.lib.poi.dev.modified:5.9.1,2
com.sun.grizzly:grizzly-http-servlet:1.9.18-o,35
org.ow2.util:util-archive-api:1.0.16,13
net.sourceforge.htmlunit:htmlunit-core-js:2.9,36
org.glassfish.security:security-all:3.1-b16,13
org.netbeans.api:org-netbeans-api-progress:RELEASE71,2
org.glassfish.packager:shoal:3.1-b40,17
org.codehaus.groovy:groovy-all:1.7.6,11
org.apache.activemq:activemq-camel:5.3.2,1
org.glassfish.connectors:connectors-runtime:3.1-b30,5
org.glassfish.upgrade:upgrade-tool:3.0-b72,4
org.glassfish.flashlight:flashlight-agent:3.0.1-b12,13
org.glassfish.common:common-util:3.0-b64,3
org.glassfish.admingui:console-jca-plugin-help:3.1-b10,11
org.codehaus.jackson:jackson-jaxrs:1.8.0,4
org.glassfish.connectors:work-management:3.0-b71,5
com.sun.enterprise:tiger-types-osgi:0.3.55,2
org.apache.cxf:cxf-rt-bindings-soap:2.7.0,10
org.glassfish.external:commons-codec-repackaged:3.1-b10,4
org.jclouds:jclouds-compute:1.5.0-beta.5,2
org.glassfish.appclient:acc-config:3.2-b03,1
org.glassfish.common:amx-ext-impl:3.0-b63,22
org.glassfish.transaction:transaction-internal-api:3.2-b05,3
org.apache.geronimo.components:geronimo-connector:2.2.1,6
org.glassfish.hk2:auto-depends:1.6.35,3
org.glassfish.packager:felix:3.1-b20,1
org.ow2.easybeans:easybeans-jpa-hibernate-dependency:1.1.0-M1b-JONAS,2
org.codehaus.sonar:sonar-check-api:2.6,2
org.glassfish.admin:admin-cli:3.1-b08,11
org.apache.geronimo.configs:j2ee-deployer:2.2,2
org.hamcrest:hamcrest-generator:1.3.RC2,5
org.glassfish.gmbal:gmbal:3.0.0-b012,66
org.ow2.cmi:cmi-jgroups:2.2.3,2
com.sun.jersey.contribs:jersey-atom-abdera:1.7-ea07,1
org.glassfish.deployment:dol:3.1-b12,17
org.apache.maven.plugins:maven-assembly-plugin:2.2,1
org.eclipse.persistence:org.eclipse.persistence.core:2.2.0-M6,6
com.sun.enterprise:config:1.0.40,24
org.jclouds:jclouds-scriptbuilder:1.4.1,6
org.glassfish:javax.servlet:3.1-b13,27
org.ow2.jonas:jonas-security-jacc-handlers:5.2.0,6
com.atlassian.xmlrpc:atlassian-xmlrpc-binder-support:0.8.2,5
org.glassfish.webservices:jsr109-impl:3.2-b02,3
org.ops4j.pax.logging:pax-logging-api:1.5.0,37
org.sonatype.aether:aether-impl:1.9,9
org.glassfish.common:common-util:3.1-b04,6
org.codehaus.jackson:jackson-core-asl:1.5.3,19
org.apache.myfaces.core:myfaces-api:2.1.1,1
org.apache.lucene:lucene-misc:4.0.0,2
org.apache.maven:maven-archiver:2.2,6
org.codehaus.jackson:jackson-xc:1.6.3,10
org.jclouds.api:cloudstack:1.5.0-alpha.2,1
org.glassfish.fighterfish:osgi-javaee-base:1.0.0,89
backport-util-concurrent:backport-util-concurrent:3.0,93
com.googlecode.wicketelements:common:1.0,3
org.jboss.as:jboss-as-domain-management:7.1.1.Final,19
org.netbeans.api:org-openide-awt:RELEASE71,1
org.apache.maven:maven-settings-builder:3.0,24
org.netbeans.api:org-netbeans-swing-outline:RELEASE70,2
org.eclipse.persistence:org.eclipse.persistence.core:2.0.0-M15,5
org.glassfish.web:web-naming:3.0-b64,3
com.sun.jersey:jersey-grizzly2:1.7-ea03,1
org.ow2.jasmine:deployme-module-jsf:2.0-M1,1
org.glassfish.external:antlr-repackaged:3.1-b10,4
org.chromattic:chromattic.common:1.1.0-beta7,2
org.geotools:gt-main:2.7.2,2
com.hazelcast:hazelcast:1.9,1
org.ow2.easybeans:easybeans-management:1.2.0-M5,3
org.glassfish.external:schema2beans-repackaged:3.1.1-b10,43
org.objectfabric:objectfabric-jvm:0.9,1
org.jboss.jbossts:jbossjts:4.16.2.Final,4
org.glassfish.admin:rest-service:3.1-b10,4
org.eclipse.jetty:jetty-jmx:7.3.1.v20110307,1
org.nakedobjects:metamodel:4.0-alpha-3,1
org.glassfish.flashlight:flashlight-agent:3.1-b17,4
cobertura:cobertura:1.7,1
org.glassfish.grizzly:grizzly-http:2.1.4,2
org.glassfish:javax.resource:3.1.1-b11,8
com.sun.jersey.contribs:jersey-multipart:1.13-b01,1
org.apache.geronimo.ext.tomcat:jasper-el:6.0.29.0,4
org.glassfish:javax.servlet:3.0-b68,2
org.jibx:jibx-run:1.2.1,11
org.eclipse.jetty:jetty-continuation:8.0.0.RC0,13
org.jsecurity:jsecurity:0.9.0-RC2,3
org.ow2.easybeans:easybeans-management:1.1.0-M1b-JONAS,3
org.kuali.rice:rice-core-api:2.2.0,45
com.sun.enterprise:tiger-types-osgi:0.3.1,1
org.apache.geronimo.plugins.classloaders:geronimo-schema-jee_5:2.2,3
org.apache.geronimo.framework:jee-specs:2.1.5,22
org.glassfish.common:glassfish-naming:3.0-b63,54
org.jboss.osgi.resolver:jbosgi-resolver-spi:1.0.13.Final,6
proxool:proxool:0.8.3,1
org.apache.geronimo.configs:j2ee-server:2.2.1,3
org.ow2.easybeans.examples.maven.jpa2:entities:1.2.4,1
org.glassfish.admingui:console-common:3.0-b56,1
org.glassfish:javax.security.jacc:3.1-b13,9
org.objectweb.fractal.fractaladl:fractal-adl:2.6.1,5
net.disy.legato:legato-openlayers:1.1.1,2
org.glassfish.persistence:eclipselink-wrapper:3.1-b06,3
com.sun.xml.bind:jaxb-xjc:2.2,3
org.apache.felix.karaf.shell:org.apache.felix.karaf.shell.console:1.4.0,10
org.jboss.seam.conversation:seam-conversation-spi:3.0.0.Final,2
org.jfrog.buildinfo:build-info-api:1.4.3,1
com.sun.grizzly:grizzly-rcm:1.9.18d,33
org.springframework:spring-context:3.0.3.RELEASE,10
org.apache.wicket:wicket-util:6.2.0,1
directory:apacheds-shared:0.9,2
org.glassfish.deployment:deployment-common:3.0-b60,4
org.glassfish:javax.servlet:3.0-b51,1
org.jboss.as:jboss-as-threads:7.1.1.Final,18
org.nuiton:nuiton-utils:2.5,1
org.sonatype.plexus:plexus-cipher:1.4,160
com.servlets:cos:05Nov2002,3
org.glassfish.connectors:gf-connectors-connector:3.0-b73,6
org.glassfish.osgi-platforms:equinox:3.0-b72,28
org.glassfish.common:glassfish-ee-api:3.0-b74,4
org.glassfish.admin:config-api:3.1-b36,7
org.eobjects.metamodel:MetaModel-openoffice:3.0-beta2,3
org.glassfish.core:glassfish-extra-jre-packages:3.1-b14,5
org.sonatype.gshell:gshell-util:2.6.2,3
org.ow2.util:audit-report-impl:1.0.27,3
com.mysema.querydsl:querydsl-core:1.6.4,1
org.ow2.cmi:cmi-api-server:2.2.4,14
org.jclouds:jclouds-core:1.5.0-beta.8,2
com.sun.xml.bind:jaxb-osgi:2.2.2-promoted-b95,5
org.jboss.as:jboss-as-jmx:7.1.1.Final,8
org.ow2.util:util-log:1.0.36,3
org.glassfish.packager:glassfish-javahelp:3.1-b17,10
org.apache.maven.reporting:maven-reporting-api:2.0,36
com.sun.electric:electric-test:9.00,1
com.sun.enterprise:tiger-types-osgi:0.3.73,6
org.jclouds.provider:cloudfiles-us:1.1.1,5
org.eclipse.jetty:jetty-server:7.1.0.RC0,2
org.objectweb.fractal.fractaladl:fractal-adl:2.4-alpha-1,2
org.eclipse.jetty:jetty-servlet:7.1.5.v20100705,3
org.apache.geronimo.plugins:geronimo-pluto:2.1.5,3
org.glassfish.common:glassfish-api:3.1-b06,25
net.liftweb:lift-record:1.1-M7,2
com.sun.enterprise:tiger-types-osgi:0.3.49,2
javax.security:jacc:1.0,1
org.glassfish.hk2:hk2-api:2.1.14,8
org.apache.pluto:pluto-descriptor-api:1.1.7,1
org.inspektr:inspektr-core:0.6.1,2
org.jvnet.staxex:stax-ex:1.7,5
org.eclipse.jetty:jetty-http:7.6.1.v20120215,4
org.apache.geronimo.bundles:wadi-core:2.1.2_1,3
org.codehaus.woodstox:woodstox-core-lgpl:4.0.3,2
org.wikimodel:org.wikimodel.wem:2.0.7-20100319,3
org.glassfish.packager:glassfish-jta:3.1-b06,2
org.glassfish.external:sysnet-registration-repackaged:3.0-b39,2
org.springframework.data:spring-data-commons-core:1.3.0.RELEASE,2
axion:axion:${axion_version},2
org.glassfish.common:stats77:3.0-b69,2
org.glassfish.common:glassfish-ee-api:3.1-b14,8
org.atmosphere:atmosphere-runtime:0.7.1,4
org.glassfish.admingui:console-cluster-plugin:3.2-b04,1
org.glassfish:javax.mail:3.0-b60,8
org.apache.cxf:cxf-common-utilities:2.2.9,22
com.sun.enterprise:hk2-core:0.3.15,3
log4j:log4j:1.2.17,23
org.hibernate:hibernate-core:3.5.1-Final,3
com.sun.corba:glassfish-corba-codegen:3.1.0-b017,4
org.apache.commons:commons-finder:1.0-20080905.033643-1,2
javolution:javolution:5.5.1,3
org.glassfish.packager:felix:3.0-b73,22
net.liftweb:lift-actor:1.1-M3,2
org.glassfish.common:btrace-jars:3.0-b72,28
org.apache.lucene:lucene-queries:2.4.0,2
org.apache.tuscany.sca:tuscany-sca-api:2.0-M2,2
org.glassfish:javax.enterprise.deploy:3.1-b36,8
org.glassfish.packager:glassfish-registration:3.1-b12,18
org.glassfish.osgi-platforms:felix:3.1-b14,8
org.glassfish:javax.security.auth.message:3.1-b25,5
org.ow2.easybeans:easybeans-injection-api:1.2.0-M4,3
org.apache.felix:org.osgi.foundation:1.2.0,269
org.glassfish.common:glassfish-ee-api:3.1-b26,10
org.ow2.util:util-ee-metadata-war-impl:1.0.25,10
com.mysema.commons:mysema-commons-l10n:0.1.5,13
org.jclouds.provider:serverlove-z1-man:1.0-beta-9d,1
org.glassfish.admin:launcher:3.1-b17,14
log4j:apache-log4j-extras:1.0,9
com.google.code.findbugs:findbugs:1.3.9,1
org.codehaus.redback:redback-authentication-api:1.2,2
commons-net:commons-net:1.4.1,31
org.eclipse.jetty:jetty-servlet:7.1.0.RC0,2
org.codehaus.service-conduit:sca4j-introspection-spi:0.9.3,1
com.googlecode.mycontainer:mycontainer-cpscanner:1.2.56,1
com.cedarsoft.commons:test-utils:3.0.1,1
org.apache.cxf:cxf-rt-bindings-xml:2.3.2,7
org.apache.tuscany.sca:tuscany-xsd:2.0,2
org.glassfish.common:annotation-framework:3.2-b04,12
org.codehaus.redback:redback-rbac-jdo:1.3,2
net.sourceforge.cssparser:cssparser:0.9.8,2
org.ow2.jonas:jonas-jmx:5.1.3,1
org.easyb:easyb-composite-groovy:1.2,2
org.glassfish.external:jaxr-ra:3.1-b31,6
redis.clients:jedis:1.3.0,1
org.codehaus.groovy:groovy-all:1.5.6,3
axis:axis-wsdl4j:1.5.1,71
org.apache.servicemix:servicemix-soap:3.2.1,2
com.sun.grizzly:grizzly-framework:1.9.18-M1,12
org.ow2.jonas:jonas-timer:5.2.0-RC1,5
org.glassfish.connectors:descriptors:3.1.1-b11,6
org.codehaus.plexus:plexus-classworlds:1.2-alpha-5,15
org.glassfish.flashlight:extra-jdk-packages:3.0-b61,12
com.squareup:dagger:0.9,1
org.glassfish.jms:jms-core:3.1-b31,4
org.apache.camel:camel-core:2.4.0,1
com.sun.enterprise:hk2-maven:0.3.82,1
org.apache.tuscany.sca:tuscany-definitions:1.5,25
net.derquinse.bocas:bocas:1.0.1,2
org.opengis:geoapi:2.2.0,1
org.glassfish.packager:glassfish-javahelp:3.1-b12,20
net.sf.ehcache:ehcache:1.2.4,81
org.apache.aries.jndi:org.apache.aries.jndi.url:0.1-incubating,9
org.apache.maven.shared:file-management:1.1,19
org.codehaus.service-conduit:sca4j-introspection-spi:0.9.5,4
org.glassfish.packager:glassfish-web:3.1.1-b01,6
org.apache.maven:maven-settings:2.0.5,8
org.ow2.easybeans:easybeans-deployment:1.2.0-M3,9
org.apache.maven:maven-archiver:2.0.1,2
org.glassfish.common:glassfish-api:3.1-b27,3
org.glassfish.web:web-embed-api:3.1,2
com.sun.enterprise:config:0.3.38,2
org.jvnet.hyperjaxb3:hyperjaxb3-ejb-runtime:0.5.5,1
net.thucydides:thucydides-core:0.9.0-alpha-3,1
log4j:log4j:1.2.7,2
com.sun.grizzly:grizzly-cometd:1.9.35,2
org.jvnet.hudson.main:maven-interceptor:1.323,3
org.springframework:spring-jms:3.0.0.RELEASE,2
dk.eobjects.metamodel:MetaModel-jdbc:1.1,1
com.google.api.client:google-api-client-http:1.0.9-alpha,3
org.glassfish.admingui:console-jca-plugin:3.1-b16,5
org.apache.maven.scm:maven-scm-provider-svnexe:1.2,4
com.sun.corba:glassfish-corba-internal-api:3.1.0-b023,3
org.springframework.osgi:spring-osgi-core:1.2.1,13
org.ow2.jonas.camel:camel-component-for-jonas:1.6.0,1
org.apache.cxf:cxf-tools-common:2.3.5,2
org.apache.shindig:shindig-social-api:1.1-BETA5-incubating,1
biz.aQute:bndlib:1.43.0,3
org.glassfish.packager:glassfish-jta:3.1-b40,7
net.liftweb:lift-util_2.8.0:2.2-M1,2
org.codehaus.swizzle:swizzle-jirareport:1.2.2,9
com.ning.billing:killbill-util:0.1.22,1
org.ow2.petals:petals-jbi:1.0.1,1
org.glassfish.web:web-cli:3.1-b38,2
org.jclouds:jclouds-core:1.1.0,20
org.glassfish:javax.enterprise.deploy:3.1-b11,6
org.glassfish.connectors:connectors-admin:3.1-b31,17
org.codehaus.enunciate:enunciate-xfire-tools:1.7,2
org.nuiton.i18n:nuiton-i18n:1.1,2
org.glassfish.orb:orb-connector:3.2-b05,2
org.springframework:spring-jms:2.0.6,1
org.carrot2:morfologik-fsa:1.5.2,8
com.github.stephenc.eaio-uuid:uuid:3.2.0,3
org.glassfish.admingui:console-jca-plugin:3.1.1-b11,6
org.apache.lucene:lucene-spellchecker:3.6.2,2
org.apache.ant:ant-launcher:1.10.5,2
org.glassfish.web:web-ajp:3.1-b31,13
com.sun.grizzly:grizzly-comet:1.9.14,2
org.glassfish.core:api-exporter:3.0-b74a,76
se.vgregion.javg:javg-rt-support:1.3,2
org.apache.servicemix.bundles:org.apache.servicemix.bundles.commons-httpclient:3.1_1,2
com.google.code.findbugs:jsr305:2.0.0,17
org.xwiki.commons:xwiki-commons-properties:4.2-milestone-1,5
org.glassfish.deployment:deployment-javaee-core:3.1-b33,2
org.glassfish.hk2.external:bean-validator:1.6.18,9
org.apache.geronimo.specs:geronimo-ejb_3.1_spec:1.0,13
org.mortbay.jetty:jetty-util:6.1.16,12
org.sonatype.aether:aether-impl:1.11,8
org.ow2.jonas:jonas-deployment-api:5.3.0-M6,3
org.glassfish.admin:admin-cli:3.1.1-b09,1
org.glassfish.appclient.server:appclient-connector:3.0.1-b19,11
org.jbehave:jbehave-groovy:3.6.4,1
org.glassfish.admin:admin-cli:3.1-b27,1
org.springframework:spring-beans:3.0.5.RELEASE,2009
org.glassfish.web:web-naming:3.1.1-b05,3
org.seleniumhq.selenium:selenium-server:2.23.1,5
org.eclipse.persistence:org.eclipse.persistence.antlr:2.0.0-M14,4
org.apache.karaf:org.apache.karaf.util:2.2.10,4
org.jboss.shrinkwrap:shrinkwrap-api:1.0.0-alpha-12,1
org.glassfish.upgrade:upgrade-scripts:3.1-b40,14
javax.activation:activation:1.1,7182
org.glassfish.external:libpam4j-repackaged:3.1-b38,3
org.kohsuke.stapler:stapler-jelly:1.141,1
org.glassfish:javax.security.auth.message:3.0.1-b20,3
org.glassfish.packager:glassfish-jpa:3.1-b40,9
com.atomikos:transactions-api:3.2.3,3
org.apache.cassandra:cassandra-thrift:0.8.6,2
org.jclouds.provider:synaptic-storage:1.4.0,2
com.mysema.commons:mysema-commons-lang:0.1.8,21
org.ow2.util:util-archive-impl:1.0.26,3
org.glassfish.connectors:connectors-internal-api:3.1-b11,6
org.glassfish.external:sysnet-registration-repackaged:3.1-b31,19
org.codehaus.groovy.maven.support:ant-launcher-1.7.0:1.0-rc-2,4
asm:asm-tree:3.0,2
org.glassfish:javax.annotation:3.2-b05,2
org.glassfish.web:web-gui-plugin-common:3.0.1-b16,2
org.glassfish.common:glassfish-ee-api:3.0.1-b15,6
org.slf4j:slf4j-jdk14:1.6.4,3
org.apache.cassandra:cassandra-thrift:1.0.2,1
org.glassfish.admin:server-mgmt:3.1-b10,5
org.glassfish.packager:glassfish-jta:3.1-b31,13
org.glassfish:javax.security.auth.message:3.1.1-b04,5
org.glassfish.common:internal-api:3.0-b63,95
de.jiac.micro.tools:microjiac-config:3.0,1
org.jvnet.ogc:se-v_1_1_0-schema:1.0.3,1
ch.qos.logback:logback-core:0.9.17,3
org.apache.maven.scm:maven-scm-provider-gitexe:1.1,3
org.apache.geronimo.bundles:sxc-runtime:0.7.2_1,9
org.jboss.mod_cluster:mod_cluster-container-spi:1.2.1.Final,1
org.apache.maven:maven-project:2.2.1,15
org.glassfish.common:amx-core-impl:3.1-b03,1
org.ow2.easybeans:easybeans-component-hsqldb:1.0.0.RC3_JONAS,3
org.glassfish.packager:nucleus-base:3.1.1-b09,1
org.apache.openjpa:openjpa-persistence-jdbc:1.0.2,8
org.apache.karaf.jaas:org.apache.karaf.jaas.config:2.2.6,3
org.apache.geronimo.modules:geronimo-j2ee-builder:1.2-beta,2
org.apache.lucene:lucene-core:2.3.2,30
commons-fileupload:commons-fileupload:1.2,56
javax.el:el-api:2.2.1-b03,109
org.apache.geronimo.specs:geronimo-jpa_2.0_spec:1.0-PFD2,4
org.glassfish.web:web-core:3.0-b72,4
com.google.inject.extensions:guice-servlet:2.0,7
io.netty:netty:3.5.8.Final,6
org.clojure:clojure-contrib:1.2.0,29
org.glassfish.ha:ha-api:3.1.1,18
commons-lang:commons-lang:2.5,303
org.jclouds:jclouds-allloadbalancer:1.3.2,1
org.apache.maven.reporting:maven-reporting-impl:2.0.2,3
org.glassfish:javax.servlet:3.0-Prelude-Embedded-m2,2
org.glassfish.appclient.server:appclient-connector:3.0-b72,19
org.codehaus.fabric3:fabric3-api:1.4,2
org.apache.maven:maven-embedder:2.0.4,23
org.unitils:unitils-dbmaintainer:3.1,2
org.glassfish.packager:glassfish-corba-base:3.1-b40,19
org.glassfish.persistence:glassfish-oracle-jdbc-driver-packages:3.1-b40,10
org.apache.maven:maven-settings:2.0.3,3
org.eclipse.persistence:org.eclipse.persistence.core:2.0.0-M12,5
com.dooapp:gaedo-definition:0.4.11,1
org.jclouds.provider:cloudfiles-uk:1.4.0,2
org.wikbook:wikbook.codesource:0.9.20,2
org.apache.maven:maven-plugin-descriptor:2.0.9,60
org.apache.geronimo.plugins.classloaders:xbean-finder:2.2.1,3
org.neo4j:neo4j-kernel:1.9.M03,1
org.ow2.jonas.osgi:xmlbeans:5.1.4,1
org.exoplatform.core:exo.core.component.security.core:2.3.6-GA,1
org.jclouds.api:ec2:1.4.0-rc.2,1
org.ow2.spec.ee:ow2-ejb-3.0-spec:1.0.9,2
org.codehaus.cargo:cargo-core-container-jrun:1.0.1-alpha-2,1
org.glassfish.extras:osgi-container:3.1-b10,5
com.ning:metrics.serialization-common:1.0.5,1
com.sun.faces:jsf-impl:2.0.2,2
org.codehaus.jackson:jackson-jaxrs:1.8.5,2
com.sun.grizzly:grizzly-framework:1.9.18-M2,235
aspectj:aspectjrt:1.5.0,1
org.jboss.arquillian.testenricher:arquillian-testenricher-cdi:1.0.1.Final,3
org.glassfish.packager:glassfish-jta:3.0-b73,1
org.codehaus.redback:redback-configuration:1.2-beta-2,6
org.codehaus.cargo:cargo-core-api-container:1.0.5,1
org.ow2.bundles:ow2-util-ee-deploy-api:1.0.26,2
com.sun.jersey:jersey-core:1.7-ea02,2
org.apache.neethi:neethi:2.0.5,19
com.google.api.client:google-api-client-escape:1.2.1-alpha,2
com.redhat.rhevm.api:rhevm-api:1.0-rc1.5,2
org.glassfish.security:realms:10.0-b28,3
jdom:jdom:1.0,1729
org.codehaus.redback:redback-configuration:1.2.2,2
jline:jline:0.9.95.20100209,24
org.glassfish.jersey.core:jersey-server:2.0-m05-1,3
org.ow2.util:util-archive-api:1.0.9,33
org.jboss:jboss-dmr:1.1.1.Final,55
org.apache.wicket:wicket-request:1.5.0,6
org.apache.xmlgraphics:batik-transcoder:1.7,2
de.saumya.mojo:gem-maven-plugin:0.24.0,1
org.eclipse.jetty:jetty-server:7.6.7.v20120910,2
org.jboss.shrinkwrap:shrinkwrap-api:1.0.1,3
org.glassfish.admin:admin-util:3.0-b73,19
de.saumya.mojo:gem-maven-plugin:0.28.1,1
oro:oro:2.0.7,79
org.grails:grails-spring:2.1.0.RC3,2
org.glassfish:javax.enterprise.deploy:3.0-b72,20
org.apache.wicket:wicket-extensions:1.5-RC4.2,4
org.glassfish.admingui:console-jts-plugin:3.0-b74a,10
org.glassfish.flashlight:flashlight-extra-jdk-packages:3.1-b40,22
org.glassfish.common:glassfish-api:3.0.1-b10,12
org.glassfish.common:glassfish-ee-api:3.1-b39,3
org.glassfish.packager:glassfish-nucleus:3.0-b71,11
org.eobjects.metamodel:MetaModel-excel:1.7.1,1
com.sun.corba:glassfish-corba-orbgeneric:3.0.0-b037,20
com.sun.corba:glassfish-corba-orbgeneric:3.0.0-b027,2
org.apache.stanbol:org.apache.stanbol.commons.solr.core:0.9.0-incubating,2
org.eclipse.jetty:jetty-webapp:7.3.1.v20110307,1
org.glassfish.connectors:work-management:3.1-b17,7
org.springframework:spring-binding:1.0.2,1
org.apache.servicemix:servicemix-shared:3.2,1
de.schlichtherle.truezip:truezip-kernel:7.3.4,2
org.apache.maven.archiva:archiva-model:1.0.1,1
org.eclipse.jetty:jetty-client:7.4.0.RC0,1
org.apache.pluto:pluto-descriptor-impl:1.1.4,2
org.jsoup:jsoup:1.7.1,2
org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api-maven:1.0.0-beta-7,4
org.jclouds.driver:jclouds-joda:1.1.1,5
com.cedarsoft.business:dependencies:1.0.1,1
org.glassfish.registration:registration-impl:3.2-b05,1
org.ow2.easybeans:easybeans-jpa-toplink-essentials-glue:1.1.0-M1b-JONAS,3
org.jboss.resteasy:resteasy-jaxrs:1.2.1.GA,1
org.apache.cxf:cxf-tools-wsdlto-databinding-jaxb:2.1.1,2
com.fasterxml.jackson.core:jackson-databind:2.0.5,1
org.apache.geronimo.modules:geronimo-tomcat6-clustering-builder-wadi:2.2,1
org.ow2.util:util-ee-metadata-common-api:1.0.28,3
org.glassfish.security:websecurity:3.1-b40,7
org.apache.camel:camel-rss:2.8.0,1
commons-beanutils:commons-beanutils-core:1.7.0-SONATYPE,2
org.glassfish.external:asm-all-repackaged:3.0.1-b08,49
com.sun.grizzly:grizzly-config:1.9.18d,26
javax.enterprise:cdi-api:1.1.EDR1.2,3
org.apache.xbean:xbean-spring:2.2,2
