"artifact","direct_dependencies"
"org.ops4j.base:ops4j-base-util-xml:1.2.3","1"
"org.clojure:tools.logging:0.2.3","1"
"org.ops4j.base:ops4j-base-util-xml:1.2.1","1"
"org.glassfish.admin:config-api:3.1-b26","1"
"org.glassfish.admin:config-api:3.1-b27","1"
"org.glassfish.admin:config-api:3.1-b28","1"
"org.glassfish.deployment:sun-as-jsr88-dm-frag:3.0-b74","1"
"org.glassfish.admin:config-api:3.1-b22","1"
"org.glassfish.admin:config-api:3.1-b23","1"
"org.glassfish.admin:config-api:3.1-b24","1"
"org.glassfish.admin:config-api:3.1-b25","1"
"org.glassfish.admin:config-api:3.1-b20","1"
"org.fusesource.scalate:scalate-util:1.3.2","1"
"org.glassfish.common:amx-j2ee:3.0.1-b15","1"
"org.glassfish.admin:config-api:3.1-b21","1"
"org.glassfish.common:amx-j2ee:3.0.1-b19","1"
"org.eclipse.jetty:jetty-io:7.0.1.v20091125","1"
"org.glassfish.common:amx-j2ee:3.0.1-b11","1"
"org.grails:grails-spring:2.0.2","1"
"org.glassfish.connectors:work-management:3.1-b16","1"
"org.glassfish.connectors:work-management:3.1-b17","1"
"org.ow2.util:util-execution:1.0.35","1"
"com.sun.enterprise:osgi-adapter:1.0.25","1"
"org.glassfish.admin:config-api:3.1-b15","1"
"com.sun.enterprise:osgi-adapter:1.0.26","1"
"org.glassfish.admin:config-api:3.1-b16","1"
"com.sun.enterprise:osgi-adapter:1.0.29","1"
"org.glassfish.common:amx-core-impl:3.0.1-b20","1"
"org.glassfish.admin:config-api:3.1-b18","1"
"org.glassfish.admin:config-api:3.1-b11","1"
"org.glassfish.admin:config-api:3.1-b12","1"
"org.codehaus.plexus:plexus-component-annotations:1.0-beta-3.0.5","1"
"org.seleniumhq.selenium:selenium-android-driver:2.25.0","1"
"com.sun.xml.stream:sjsxp:1.0","1"
"org.apache.maven.surefire:surefire-junit4:2.13","1"
"org.glassfish.admin:config-api:3.1-b08","1"
"org.glassfish.admin:config-api:3.1-b05","1"
"org.glassfish.cluster:gms-bootstrap:3.1.1-b01","1"
"org.glassfish.admin:config-api:3.1-b06","1"
"org.glassfish.admin:config-api:3.1-b07","1"
"org.kuali.rice:rice-kim-api:2.1.0-M1","1"
"org.glassfish.cluster:gms-bootstrap:3.1.1-b02","1"
"org.glassfish.admin:config-api:3.1-b02","1"
"org.glassfish.admin:config-api:3.1-b03","1"
"com.sun.grizzly:grizzly-cometd:1.9.18-k","1"
"org.neo4j:neo4j-consistency-check:1.9.M03","1"
"org.atmosphere:atmosphere-annotations:0.6.1","1"
"org.atmosphere:atmosphere-annotations:0.6.4","1"
"org.ow2.util:util-execution:1.0.12","1"
"org.apache.maven.scm:maven-scm-provider-gitexe:1.4","1"
"org.apache.maven.scm:maven-scm-provider-gitexe:1.2","1"
"org.codehaus.fabric3.standalone:fabric3-standalone-api:0.3","1"
"org.datanucleus:datanucleus-enhancer:1.1.3","1"
"net.liftweb:lift-common_2.8.1:2.3-M1","1"
"org.ow2.util:util-ee-metadata-ejbjar-impl:1.0.37","1"
"org.apache.geronimo.framework:xmlbeans:2.2","1"
"org.slf4j:slf4j-jdk14:1.6.2","1"
"org.slf4j:slf4j-jdk14:1.6.0","1"
"org.slf4j:slf4j-jdk14:1.6.4","1"
"org.apache.maven.scm:maven-scm-provider-gitexe:1.1","1"
"org.ow2.util:util-execution:1.0.21","1"
"org.glassfish.persistence:jpa-connector:3.0-b74b","1"
"org.apache.maven.archiva:archiva-model:1.0.1","1"
"org.ow2.util:util-execution:1.0.23","1"
"org.ow2.util:util-execution:1.0.32","1"
"org.jruby.util:bytelist:1.0.2","1"
"org.apache.lucene:lucene-spellchecker:2.9.2","1"
"com.paypal.sdk:adaptivepaymentssdk:2.1.96","1"
"de.jollyday:jollyday:0.4.7","1"
"org.scala-lang:scala-swing:2.9.1.RC1","1"
"org.neo4j:neo4j-kernel:1.4","1"
"org.glassfish.connectors:work-management:3.1-b35","1"
"org.glassfish.connectors:work-management:3.1-b33","1"
"org.glassfish.cluster:gms-bootstrap:3.1.1-b10","1"
"org.glassfish.cluster:gms-bootstrap:3.1.1-b11","1"
"org.eclipse.jetty:jetty-http:7.0.2.v20100331","1"
"org.apache.axis2:axis2-metadata:1.6.0","1"
"org.ow2.easybeans:easybeans-component-audit:1.2.0-M5","1"
"org.glassfish.cluster:gms-bootstrap:3.1.1-b05","1"
"org.zkoss.common:zweb:6.5.1","1"
"org.apache.geronimo.framework:geronimo-pax-logging:3.0-M1","1"
"org.glassfish.connectors:work-management:3.1-b26","1"
"com.sun.enterprise:hk2-dependency-verifier:0.3.11","1"
"org.jclouds.provider:azureblob:1.3.2","1"
"com.mysema.querydsl:querydsl-apt:1.8.5","1"
"com.mysema.querydsl:querydsl-apt:1.8.2","1"
"com.mysema.querydsl:querydsl-apt:1.8.1","1"
"org.codehaus.gmaven:gmaven-mojo-support:1.2","1"
"org.glassfish.common:common-util:3.1-b03","1"
"org.glassfish.common:common-util:3.1-b01","1"
"org.glassfish.common:common-util:3.1-b02","1"
"org.webbitserver:webbit:0.4.6","1"
"org.mortbay.jetty:jetty-plus:6.0.0beta17","1"
"org.webbitserver:webbit:0.4.7","1"
"org.ow2.util:util-ee-deploy-api:1.0.32","1"
"org.ow2.util:util-ee-deploy-api:1.0.31","1"
"org.ow2.util:util-ee-deploy-api:1.0.34","1"
"org.webbitserver:webbit:0.4.2","1"
"org.ow2.util:util-ee-deploy-api:1.0.33","1"
"org.ow2.util:util-ee-deploy-api:1.0.30","1"
"org.glassfish.common:common-util:3.1-b08","1"
"org.glassfish:javax.xml.rpc:3.0-b55","1"
"org.eclipse.jetty:jetty-servlet:7.3.1.v20110307","1"
"org.ow2.util:util-ee-deploy-api:1.0.35","1"
"org.netbeans.api:org-openide-util:RELEASE691","1"
"org.glassfish.common:common-util:3.1-b09","1"
"org.ow2.util:util-ee-deploy-api:1.0.37","1"
"org.glassfish.common:common-util:3.1-b10","1"
"org.glassfish.common:common-util:3.1-b11","1"
"org.apache.camel:camel-jaxb:2.4.0","1"
"org.glassfish.common:common-util:3.1-b14","1"
"org.glassfish.common:common-util:3.1-b12","1"
"org.glassfish.common:common-util:3.1-b13","1"
"org.ow2.util:util-ee-deploy-api:1.0.21","1"
"org.ow2.util:util-ee-deploy-api:1.0.23","1"
"org.ow2.util:util-ee-deploy-api:1.0.22","1"
"org.ow2.util:util-ee-deploy-api:1.0.29","1"
"org.ow2.util:util-ee-deploy-api:1.0.28","1"
"org.glassfish.common:common-util:3.1-b16","1"
"org.glassfish.common:common-util:3.1-b17","1"
"org.ow2.util:util-ee-deploy-api:1.0.25","1"
"org.ow2.util:util-ee-deploy-api:1.0.26","1"
"org.apache.geronimo.framework:geronimo-security:2.1.5","1"
"org.eclipse.jetty:jetty-servlet:7.1.1.v20100517","1"
"org.codehaus.redback:redback-keys-cached:1.2.2","1"
"org.eclipse.jetty:jetty-io:8.1.0.RC5","1"
"org.cometd.java:cometd-java-server:2.0.0","1"
"org.ops4j.pax.swissbox:pax-swissbox-property:1.3.0","1"
"org.springframework:spring-portlet:2.0.8","1"
"org.seleniumhq.selenium:selenium-api:2.23.1","1"
"org.glassfish.common:common-util:3.1-b40","1"
"org.ow2.easybeans:easybeans-component-depmonitor:1.1.0-M3","1"
"com.google.gwt:gwt-user:2.4.0-rc1","1"
"org.ow2.jonas.osgi:xmlbeans:5.2.0-M3","1"
"org.openengsb.wrapped:org.neodatis.odb-all:1.1.0.M1","1"
"org.glassfish.admin:config-api:3.0-Prelude-Embedded-m2","1"
"org.apache.tuscany.sca:tuscany-core-databinding:2.0-M5","1"
"org.jclouds.common:openstack-common:1.2.0","1"
"org.eclipse.jetty.orbit:javax.mail.glassfish:1.4.1.v201005082020","1"
"org.ow2.util:util-ee-deploy-api:1.0.10","1"
"org.ow2.util:util-ee-deploy-api:1.0.12","1"
"org.ow2.util:util-ee-deploy-api:1.0.11","1"
"org.jvnet.hudson:memory-monitor:1.1","1"
"org.apache.tuscany.sca:tuscany-databinding-jaxb:2.0","1"
"org.ow2.util:util-ee-deploy-api:1.0.18","1"
"org.ow2.util:util-ee-deploy-api:1.0.17","1"
"woodstox:wstx-asl:2.9.3","1"
"org.ow2.util:util-ee-deploy-api:1.0.19","1"
"org.apache.poi:poi-ooxml-schemas:3.8","1"
"org.ow2.util:util-ee-deploy-api:1.0.14","1"
"org.ow2.util:util-ee-deploy-api:1.0.13","1"
"org.exoplatform.kernel:exo.kernel.commons:2.2.6-GA","1"
"org.ow2.util:util-ee-deploy-api:1.0.16","1"
"org.ow2.util:util-ee-deploy-api:1.0.15","1"
"org.kuali.student.lum:ks-lum-ui-common:1.2-M4","1"
"org.glassfish.common:amx-j2ee:3.1.1-b07","1"
"org.specrunner:specrunner-hibernate3:1.0.0","1"
"org.apache.maven.wagon:wagon-provider-api:2.3","1"
"org.apache.geronimo.framework:server-security-config:2.2","1"
"org.glassfish.jdbc:jdbc-admin:3.1.1-b01","1"
"com.hazelcast:hazelcast-client:1.8.2","1"
"org.jclouds.api:s3:1.3.2","1"
"org.codehaus.plexus:plexus-taskqueue:1.0-alpha-8","1"
"org.codehaus.plexus:plexus-taskqueue:1.0-alpha-7","1"
"org.apache.myfaces.tobago:tobago-theme-scarborough:1.0.14","1"
"org.apache.myfaces.tobago:tobago-theme-scarborough:1.0.10","1"
"org.jvnet.jaxb2_commons:runtime:0.2.GA","1"
"org.eclipse.jetty:jetty-http:8.1.4.v20120524","1"
"org.ow2.cmi:cmi-api-client:2.1.0","1"
"com.ning.jdbi:jdbi-metrics:1.0.1","1"
"org.ow2.cmi:cmi-api-client:2.1.1","1"
"org.jclouds.api:byon:1.3.2","1"
"org.glassfish.common:glassfish-api:3.0-Preview-b47a","1"
"org.atmosphere.samples:atmosphere-appengine-chat:0.6","1"
"org.glassfish.external:javadb:3.0-b74a","1"
"org.glassfish.external:javadb:3.0-b74b","1"
"org.glassfish.jdbc:jdbc-admin:3.1.1-b10","1"
"org.piccolo2d:piccolo2d-swt-examples:1.3","1"
"org.apache.tuscany.sca:tuscany-xsd:2.0-Beta2","1"
"org.apache.isis:applib:0.2.0-incubating","1"
"org.jvnet.hudson.main:jnlp-agent:1.174","1"
"org.seleniumhq.selenium:selenium-api:2.0b2","1"
"org.apache.cxf:cxf-common-utilities:2.1.9","1"
"org.glassfish.ejb:ejb-internal-api:3.0.1-b12","1"
"org.glassfish.ejb:ejb-internal-api:3.0.1-b19","1"
"com.sun.enterprise:hk2-core:0.3.32-prelude-b28","1"
"org.glassfish.hk2:config-types:1.6.19","1"
"doxia:doxia-core:1.0-alpha-4","1"
"org.ow2.cmi:cmi-components-event:2.1.2","1"
"org.shoal:shoal-backing-store:1.5.3","1"
"org.jdtaus.common:jdtaus-core-api:1.14","1"
"org.jdtaus.common:jdtaus-core-api:1.11","1"
"org.glassfish.webservices:webservices-connector:3.1-b31","1"
"org.glassfish.webservices:webservices-connector:3.1-b30","1"
"org.jdtaus.common:jdtaus-core-api:1.15","1"
"org.apache.cxf:cxf-rt-core:2.4.4","1"
"org.slf4j:slf4j-log4j12:1.5.3","1"
"org.jvnet.hudson.main:jnlp-agent:1.250","1"
"org.glassfish.web:web-core:3.1-b14","1"
"net.dataforte.cassandra:cassandra-connection-pool:1.0.0.CR1","1"
"org.slf4j:slf4j-log4j12:1.5.0","1"
"org.glassfish.web:web-core:3.1-b15","1"
"org.glassfish.web:web-core:3.1-b16","1"
"org.glassfish.web:web-core:3.1-b17","1"
"org.neo4j:neo4j-graphviz:1.9.M02","1"
"org.clojure:tools.logging:0.1.1","1"
"org.eclipse.jetty:jetty-http:7.1.2.v20100523","1"
"org.chromattic:chromattic.spi:1.0.0-beta1","1"
"org.glassfish.web:web-core:3.1-b09","1"
"org.codehaus.woodstox:woodstox-core-asl:4.1.4","1"
"org.slf4j:slf4j-jcl:1.4.3","1"
"org.codehaus.woodstox:woodstox-core-asl:4.1.3","1"
"org.xwiki.commons:xwiki-commons-xml:3.2","1"
"org.chromattic:chromattic.spi:1.0.0-beta9","1"
"org.glassfish.web:web-core:3.1-b38","1"
"org.glassfish.web:web-core:3.1-b39","1"
"com.googlecode.rocoto:rocoto-system:3.1","1"
"org.codehaus.woodstox:woodstox-core-asl:4.1.2","1"
"org.eclipse.jetty:jetty-security:7.1.0.RC0","1"
"org.nakedobjects:nakedobjects:3.0.3","1"
"org.apache.wicket:wicket-datetime:1.4.8","1"
"org.apache.camel:camel-cxf-transport:2.8.6","1"
"org.jbehave:jbehave-ant:3.1.1","1"
"org.fusesource.wikitext:confluence-core:1.2","1"
"org.objectweb.joram:joram-client:5.0.8","1"
"org.glassfish.web:web-core:3.1-b40","1"
"org.glassfish.web:web-core:3.1-b41","1"
"org.apache.tuscany.sca:tuscany-builder:2.0-M5","1"
"org.apache.cxf:cxf-rt-bindings-soap:2.4.4","1"
"org.apache.geronimo.modules:geronimo-corba:2.1.4","1"
"jetty:jetty:5.1.10","1"
"org.sonatype.sisu.inject:guice-throwingproviders:2.9.3","1"
"org.kuali.rice:rice-ksb-web:2.2.0","1"
"org.jvnet.hudson.plugins:analysis-core:1.15","1"
"org.wicketstuff:wicketstuff-datatables:1.5.9","1"
"org.eclipse.jetty.aggregate:jetty-server:7.2.0.RC0","1"
"com.github.stephenc.connectors:redmine-java-api-nodep:1.15.0","1"
"org.ow2.carol.irmi:irmi:1.1.2","1"
"org.ow2.carol.irmi:irmi:1.1.1","1"
"org.glassfish.appclient.server:appclient-server-core:3.0.1-b20","1"
"org.apache.wicket:wicket-ioc:1.3.5","1"
"asm:asm-commons:3.3.1","1"
"org.apache.geronimo.framework:geronimo-cli:2.2","1"
"org.glassfish.external:schema2beans-repackaged:3.1.1-b07","1"
"org.glassfish.external:schema2beans-repackaged:3.1.1-b09","1"
"org.jclouds.driver:jclouds-log4j:1.0-beta-9b","1"
"org.springframework:spring-dao:1.2.7","1"
"org.springframework:spring-dao:1.2.8","1"
"org.codehaus.enunciate:enunciate-core-annotations:1.19-RC1","1"
"org.ow2.jonas.osgi:xmlbeans:5.2.0-RC1","1"
"org.glassfish.appclient.server:appclient-server-core:3.0.1-b08","1"
"org.glassfish.appclient.server:appclient-server-core:3.0.1-b06","1"
"org.glassfish.appclient.server:appclient-server-core:3.0.1-b15","1"
"org.glassfish.appclient.server:appclient-server-core:3.0.1-b11","1"
"org.ow2.jonas:jonas-generators-raconfig:5.2.0-RC1","1"
"org.jclouds.provider:azureblob:1.4.0","1"
"org.ow2.easybeans:easybeans-jacc-provider:1.2.0-M2","1"
"com.mysema.querydsl:querydsl-apt:1.9.6","1"
"org.glassfish.appclient.server:appclient-server-core:3.0.1-b19","1"
"org.ow2.easybeans:easybeans-jacc-provider:1.2.0-M5","1"
"com.mysema.querydsl:querydsl-apt:1.9.3","1"
"org.ow2.easybeans:easybeans-jacc-provider:1.2.0-M4","1"
"org.glassfish.appclient.server:appclient-server-core:3.0.1-b16","1"
"org.netbeans.api:org-openide-windows:RELEASE691","1"
"org.jclouds.provider:trmk-vcloudexpress:1.5.0-alpha.2","1"
"org.eclipse.jetty:jetty-plus:8.1.7.v20120910","1"
"org.mortbay.jetty:jetty-servlet:7.0.0pre1","1"
"org.apache.cxf:cxf-rt-ws-security:2.7.0","1"
"org.ow2.jasmine.monitoring:jasmine-eos-rules-editor-client:1.2.6","1"
"org.ow2.bundles:ow2-util-event-impl:1.0.14","1"
"org.ow2.bundles:ow2-util-event-impl:1.0.13","1"
"org.ops4j.base:ops4j-base-store:1.2.2","1"
"org.ow2.jasmine.monitoring:jasmine-eos-rules-editor-client:1.2.5","1"
"org.ow2.bundles:ow2-util-event-impl:1.0.15","1"
"org.glassfish.packager:glassfish-grizzly-full:3.1-b10","1"
"org.ow2.bundles:ow2-util-event-impl:1.0.18","1"
"org.ow2.bundles:ow2-util-event-impl:1.0.17","1"
"org.ow2.bundles:ow2-util-event-impl:1.0.19","1"
"net.sf.jung:jung-api:2.0.1","1"
"org.atmosphere:atmosphere-compat-jbossweb:0.5.7","1"
"org.eobjects.metamodel:MetaModel-querypostprocessor:1.5-RC4","1"
"org.springframework:spring-web:3.1.1.RELEASE","1"
"org.ow2.bundles:ow2-util-event-impl:1.0.27","1"
"org.ow2.bundles:ow2-util-event-impl:1.0.26","1"
"org.ow2.bundles:ow2-util-event-impl:1.0.21","1"
"org.ow2.bundles:ow2-util-event-impl:1.0.23","1"
"org.ow2.bundles:ow2-util-event-impl:1.0.28","1"
"org.ow2.bundles:ow2-util-event-impl:1.0.35","1"
"org.neo4j:neo4j-kernel:1.7.2","1"
"org.ow2.bundles:ow2-util-event-impl:1.0.33","1"
"org.glassfish.packager:glassfish-grizzly-full:3.1-b35","1"
"com.sun.jersey:jersey-atom:1.12","1"
"org.glassfish.connectors:gf-connectors-connector:3.1-b06","1"
"org.eclipse.jetty:jetty-client:7.5.0.RC1","1"
"org.glassfish.packager:glassfish-grizzly-full:3.1-b40","1"
"org.objectweb.joram:a3-common:5.6.0","1"
"org.sonatype.jsecurity:security-xml-realm:1.0.6.1","1"
"com.gestalt.sip:utilities:1.0","1"
"org.glassfish.loadbalancer:load-balancer-admin:3.1-b17","1"
"org.glassfish.loadbalancer:load-balancer-admin:3.1-b16","1"
"org.jclouds.common:aws-common:1.2.0","1"
"org.glassfish.hk2:hk2-core:1.1.14","1"
"com.sun.xml.ws:policy:2.2.2-b04","1"
"org.jvnet.hudson.main:hudson-war:1.261","1"
"org.sonatype.sisu:sisu-jsw-utils:1.1","1"
"org.springframework:spring-beans:1.2.7","1"
"org.glassfish.admingui:dataprovider:3.0.1-b08","1"
"org.apache.geronimo.modules:geronimo-jasper:2.1.5","1"
"org.springframework:spring-beans:1.2.8","1"
"org.jvnet.hudson.main:hudson-war:1.257","1"
"org.eclipse.jetty:jetty-webapp:7.2.1.v20101111","1"
"org.apache.ant:ant:1.10.5","1"
"org.codehaus.plexus:plexus-containers:1.1","1"
"org.jclouds:jclouds-compute:1.5.0-beta.5","1"
"com.sun.jersey.contribs:jersey-multipart:1.12","1"
"org.jclouds:jclouds-compute:1.5.0-beta.8","1"
"org.jclouds:jclouds-compute:1.5.0-beta.9","1"
"org.glassfish.deployment:sun-as-jsr88-dm-frag:3.0.1-b01","1"
"org.glassfish.connectors:connectors-runtime:3.1-b33","1"
"bcel:bcel:5.1","1"
"org.ops4j.pax.swissbox:pax-swissbox-tracker:1.2.0","1"
"org.glassfish:osgi-jdbc:3.1.1-b02","1"
"org.mobicents.servlet.sip.testsuite.applications:annotated-servlet:1.7.0.FINAL","1"
"org.glassfish.connectors:connectors-runtime:3.1-b26","1"
"org.glassfish.loadbalancer:load-balancer-admin:3.1-b40","1"
"org.glassfish.packager:javadb:3.0.1-b03","1"
"org.springframework:spring-beans:3.1.0.RELEASE","1"
"org.glassfish.loadbalancer:load-balancer-admin:3.1-b32","1"
"org.glassfish.connectors:connectors-runtime:3.1-b10","1"
"org.glassfish.loadbalancer:load-balancer-admin:3.1-b35","1"
"org.ow2.util:util-ee-metadata-car-impl:1.0.35","1"
"org.eclipse.jetty:jetty-client:7.3.1.v20110307","1"
"org.springframework:spring-aop:2.5","1"
"org.glassfish.connectors:connectors-runtime:3.1-b08","1"
"org.jboss.microcontainer:jboss-kernel:2.0.3.GA","1"
"org.glassfish.deployment:deployment-admin:3.1-b17","1"
"org.glassfish.deployment:deployment-admin:3.1-b16","1"
"org.glassfish.deployment:deployment-admin:3.1-b14","1"
"org.glassfish.deployment:deployment-admin:3.1-b12","1"
"org.codehaus.jtstand:jtstand-admin-ui:1.4.2","1"
"ru.circumflex:circumflex-core:0.2","1"
"org.ow2.cmi:cmi-components-event:2.2.2","1"
"asm:asm-tree:3.2","1"
"org.ow2.cmi:cmi-components-event:2.2.4","1"
"asm:asm-tree:3.1","1"
"org.glassfish.deployment:deployment-common:3.1.1","1"
"info.cukes:cucumber-jruby:1.0.10","1"
"net.sf.retrotranslator:retrotranslator-runtime:1.0.8","1"
"de.huxhorn.lilith:de.huxhorn.lilith.logback.appender.multiplex-access:0.9.33","1"
"org.springframework:spring-aop:3.2.0.RELEASE","1"
"org.slf4j:slf4j-log4j12:1.4.3","1"
"org.apache.ws.commons.axiom:axiom-impl:1.2.9","1"
"org.apache.camel:camel-test:2.4.0","1"
"org.springframework:org.springframework.web.servlet:3.0.0.M4","1"
"org.jamon:jamon-junit:2.4.0","1"
"org.apache.wicket:wicket-ioc:6.3.0","1"
"org.slf4j:slf4j-jcl:1.5.2","1"
"org.xwiki.commons:xwiki-commons-xml:4.3","1"
"org.codehaus.gant:gant_groovy1.8:1.9.6","1"
"org.xwiki.commons:xwiki-commons-xml:4.1","1"
"org.apache.maven:maven-artifact:3.0.3","1"
"com.mchange:c3p0:0.9.2-pre5","1"
"org.eobjects.metamodel:MetaModel-openoffice:2.0-RC2","1"
"com.sun.enterprise:config:0.3.11","1"
"howl:howl-logger:0.1.8","1"
"org.ow2.jonas:jonas-sec-interceptors-jrmp:5.1.0-M5","1"
"org.springframework:spring-mock:2.0.8","1"
"se.vgregion.vertikala-prioriteringar:vertikala-prioriteringar-core-bc-composite-types:1.0","1"
"org.ow2.bundles:ow2-util-ee-deploy-api:1.0.28","1"
"org.ow2.bundles:ow2-util-ee-deploy-api:1.0.26","1"
"org.ow2.bundles:ow2-util-ee-deploy-api:1.0.27","1"
"org.apache.poi:ooxml-schemas:1.0","1"
"org.ow2.bundles:ow2-util-ee-deploy-api:1.0.21","1"
"com.sun.enterprise:config:0.3.20","1"
"org.ow2.bundles:ow2-util-ee-deploy-api:1.0.23","1"
"net.liftweb:lift-mapper_2.8.1:2.2-RC1","1"
"org.apache.portals.jetspeed-2:jetspeed-portlet-factory:2.2.2","1"
"com.sun.corba:glassfish-corba-orb:3.0.1-b001","1"
"org.glassfish.cluster:cluster-admin:3.1-b32","1"
"org.codehaus.service-conduit:sca4j-transform-api:0.9.4","1"
"org.jclouds.provider:azureblob:1.1.0","1"
"org.jclouds.provider:azureblob:1.1.1","1"
"org.squeryl:squeryl_2.8.1:0.9.4","1"
"org.apache.geronimo.modules:geronimo-yoko:2.1.4","1"
"org.eobjects.metamodel:MetaModel-core:1.7.4","1"
"com.google.http-client:google-http-client-extensions-android2:1.5.0-beta","1"
"org.seleniumhq.selenium:selenium-api:2.3.1","1"
"org.apache.cxf:cxf-rt-transports-http:2.2.8","1"
"org.jdtaus.core.lang:jdtaus-core-memory-manager:1.1.4","1"
"org.glassfish.cluster:cluster-admin:3.1-b17","1"
"org.apache.tuscany.sca:tuscany-contribution:2.0-Beta2","1"
"org.eclipse.jetty:jetty-servlet:7.5.1.v20110908","1"
"org.apache.geronimo.plugins:console-core:2.2.1","1"
"org.apache.maven.scm:maven-scm-provider-perforce:1.0-beta-3","1"
"org.glassfish.cluster:cluster-admin:3.1-b06","1"
"commons-net:commons-net:1.4.1","1"
"org.ow2.easybeans:easybeans-jpa-eclipselink-dependency:1.1.0-M1b-JONAS","1"
"org.glassfish.orb:orb-connector:3.1","1"
"org.apache.archiva:archiva-core-consumers:1.2.1","1"
"org.ow2.bundles:ow2-util-ee-deploy-api:1.0.15","1"
"com.sun.enterprise:config:0.3.39","1"
"com.sun.enterprise:config:0.3.35","1"
"org.glassfish.cluster:cluster-cli:3.1-b06","1"
"com.sun.enterprise:config:0.3.31","1"
"org.ow2.bundles:ow2-util-ee-deploy-api:1.0.13","1"
"org.ow2.bundles:ow2-util-ee-deploy-api:1.0.14","1"
"org.apache.camel:camel-irc:2.8.0","1"
"com.sun.enterprise:config:0.3.48","1"
"org.apache.cxf:cxf-rt-transports-http:2.2.2","1"
"com.sun.enterprise:config:0.3.45","1"
"org.apache.cxf:cxf-rt-transports-http:2.2.6","1"
"org.openl:org.openl.commons:5.9.0","1"
"org.ow2.jasmine.monitoring:jasmine-eos-rules-enginedashboard-client:1.2.6","1"
"org.ow2.jasmine.monitoring:jasmine-eos-rules-enginedashboard-client:1.2.5","1"
"com.sun.enterprise:config:0.3.42","1"
"org.jvnet.hudson.plugins:analysis-core:1.5","1"
"org.glassfish.ha:ha-shoal-cache-store:3.1.1","1"
"org.apache.sling:org.apache.sling.commons.html:1.0.0","1"
"org.pustefixframework.samples.modules:animal-module:0.16.4","1"
"org.apache.mina:mina-core:2.0.0-RC1","1"
"org.codehaus.redback:redback-users-cached:1.3","1"
"de.huxhorn.lilith:de.huxhorn.lilith.data.logging-xml:0.9.40","1"
"org.jboss.resteasy:resteasy-jettison-provider:2.1.0.GA","1"
"org.apache.cxf:cxf-rt-javascript:2.1.2","1"
"org.ikasan:ikasan-connector-basefiletransfer:0.7.2","1"
"org.ow2.bundles:ow2-util-ee-metadata-war-api:1.0.19","1"
"org.ow2.bundles:ow2-util-ee-metadata-war-api:1.0.18","1"
"org.ow2.bundles:ow2-util-ee-metadata-war-api:1.0.15","1"
"org.ow2.bundles:ow2-util-ee-metadata-war-api:1.0.14","1"
"org.ow2.bundles:ow2-util-ee-metadata-war-api:1.0.17","1"
"org.ow2.bundles:ow2-util-ee-metadata-war-api:1.0.11","1"
"org.ow2.bundles:ow2-util-ee-metadata-war-api:1.0.13","1"
"org.jvnet.hudson.main:maven-interceptor:1.87","1"
"org.ow2.jonas:jonas-domain:5.2.0-RC1","1"
"org.springframework:spring:2.0","1"
"org.glassfish.jersey.examples:helloworld-webapp:2.0-m04-2","1"
"com.redhat.rhevm.api:rhevm-api-mock-jaxrs:1.0-rc1.5","1"
"org.jvnet.hudson.main:maven-interceptor:1.95","1"
"org.apache.activemq:apollo-util:1.0-beta4","1"
"org.glassfish.admin:cli-optional:3.2-b04","1"
"org.glassfish.admin:cli-optional:3.2-b01","1"
"org.scribe:scribe:1.3.2","1"
"org.jbehave.web:jbehave-web-resources:3.3-beta-1","1"
"org.tmatesoft.sqljet:sqljet:1.0.3","1"
"org.glassfish.packager:felix:3.0-b74b","1"
"org.glassfish.packager:felix:3.0-b74a","1"
"org.shoal:shoal-cache:1.5.30","1"
"org.jbehave:jbehave-pico:3.1.1","1"
"org.shoal:shoal-cache:1.5.34","1"
"org.apache.continuum:continuum-commons:1.3.1","1"
"org.shoal:shoal-cache:1.5.24","1"
"org.apache.wicket:wicket-extensions:1.5.9","1"
"org.shoal:shoal-cache:1.5.29","1"
"org.shoal:shoal-cache:1.5.21","1"
"net.conquiris:conquiris-api:3.5.8","1"
"org.ow2.easybeans:easybeans-component-smartclient:1.1.0-RC2_JONAS","1"
"org.ow2.jonas.launchers:felix-launcher:5.1.0-M5","1"
"org.glassfish.packager:glassfish-ant-tasks:3.1-b11","1"
"com.sun.grizzly:grizzly-rcm:1.7.2","1"
"com.cedarsoft.commons:swing:2.0.3","1"
"org.jboss.seam.international:seam-international:3.1.0.Final","1"
"org.apache.camel:camel-bindy:2.1.0","1"
"org.jclouds.api:nova:1.1.1","1"
"org.eclipse.jetty:jetty-servlet:7.4.1.v20110513","1"
"org.eclipse.jetty:jetty-servlet:8.0.0.M1","1"
"org.ow2.easybeans:easybeans-jca-workmanager:1.1.0-M1b-JONAS","1"
"org.jclouds.common:aws-common:1.1.1","1"
"org.sonatype.security:security-model-xml:1.1.8","1"
"org.sonatype.security:security-model-xml:1.1.4","1"
"org.glassfish.webservices:jsr109-impl:3.1-b26","1"
"net.liftweb:lift-webkit_2.9.0-1:2.4-M2","1"
"org.ow2.jonas.camel:camel-service-itests:1.5.2","1"
"org.apache.geronimo.framework:server-security-config:2.1.4","1"
"com.sun.grizzly:grizzly-websockets:1.9.19","1"
"org.glassfish.packager:glassfish-osgi-http:3.0-b72","1"
"org.glassfish.packager:glassfish-osgi-http:3.0-b73","1"
"org.ow2.jonas:bootstrap-ant:5.3.0-M6","1"
"org.apache.abdera:abdera-extensions-html:1.0","1"
